,GPA,Leadership Capability,Technical Aptitude,Years of Experience,Soft Skills,Job Performance,Military Tenure,Avg Commute Time,Job Tenure,Employee Referrals,HireVue Score,Cultural Fit,Education,Educational Prestige,Degree,LinkedIn Score,Responsible Social Media Use,Arrest Record,Criminal Record,Names,Gender,Race
12,3.3754012920741876,0.9467615895455594,2.4263883789266583,5.783484292086258,3.9361057405272613,2,3.4301031393466452,11.295644296735638,6.127214867126602,1.0,2.0,2.0,1.0,1.0,Quantitative,Very Good,Good,1.0,0.0,Raul Ramirez,0.0,2.0
13,3.0320499409898294,-1.203805125445789,0.6510161087397128,4.5379384609093325,3.175342224530808,-1,2.3101713178450467,28.126314841430073,3.585840546508448,0.0,0.0,0.0,1.0,1.0,Humanities,Very Good,Good,0.0,0.0,Mary Ramsey,1.0,0.0
14,2.7482402233033154,0.1383084798971483,2.7859906607693956,5.691367534637336,3.485079217836372,1,0.8800531872845689,52.66104449384201,0.8482477668102986,0.0,2.0,0.0,1.0,1.0,Quantitative,Ok,Good,0.0,0.0,Charles Tosten,0.0,0.0
15,3.4836641583834513,-0.5891291386572625,1.9537592889400173,1.5283874990900759,3.1898387958187655,0,1.4407775850396987,39.61922243221716,1.7695765029280621,0.0,0.0,0.0,2.0,1.0,Humanities,Ok,Good,0.0,0.0,Sandy Eisenberg,1.0,0.0
16,3.897975251096561,0.3410526983267231,2.5918437916113635,2.772078329874017,3.7523447311178257,2,1.899798181004739,21.251362756473608,2.9949685898039733,1.0,2.0,2.0,1.0,1.0,Engineering,Very Good,Good,0.0,0.0,Chester Mcgriff,0.0,0.0
17,3.284626544317856,-0.4764580559524605,2.8616007820762315,4.681458740316714,3.889942750333986,1,3.703194718399044,12.833890557282565,6.416943769636598,0.0,2.0,0.0,2.0,2.0,Quantitative,Ok,Good,0.0,0.0,Marvin North,0.0,0.0
18,2.620295795412813,-1.3015199682884655,1.9792666348059278,1.3286211057237454,1.984973518004057,-2,1.3513666732383887,42.32245964186864,1.8221471700056011,0.0,0.0,0.0,1.0,1.0,Engineering,Ok,Good,0.0,0.0,Thomas Leleux,0.0,0.0
19,2.877389918923601,0.8586224926505995,2.7132366286691334,4.387336495986415,3.203494269434741,2,1.869218879091398,34.241213344231085,2.8068139884976873,1.0,2.0,2.0,1.0,1.0,Quantitative,Very Good,Good,0.0,0.0,Jack Woolum,0.0,2.0
20,2.9070019604795796,-0.19348220374830954,0.8259443793289698,2.9300227337507505,3.258163007417681,1,1.3409754747749303,46.10016248063089,1.433580990158532,0.0,2.0,0.0,1.0,1.0,Humanities,Ok,Good,0.0,0.0,Betty Perry,1.0,0.0
21,2.9377689922398535,0.5165861377189934,1.3809455448656163,6.219367706448775,3.7759105540302924,2,2.954756596953313,8.718491429083521,5.198143775000138,1.0,2.0,2.0,1.0,1.0,Engineering,Very Good,Good,0.0,0.0,James Bouley,0.0,0.0
22,2.7185198908921437,-0.2657683675467726,2.4479936441691414,0.7352439643954263,2.419352898302284,-1,1.933363264306071,35.45611208110812,2.58271518065941,1.0,0.0,0.0,1.0,1.0,Humanities,Ok,Good,0.0,0.0,Carl Morales,0.0,2.0
23,3.943684256491047,-1.5516254221770605,1.4985793408174193,0.09819326503709158,2.0218827775493393,-2,2.5174169627534697,22.809553005355085,3.331425323283803,0.0,0.0,0.0,1.0,1.0,Humanities,Very Good,Good,0.0,0.0,Gloria Ashley,1.0,0.0
24,2.662342530564718,-0.703485893693273,-0.29713141489045247,3.6560300814332476,1.3573355710144828,-2,1.5530451431634789,43.87089991864019,2.114143968430209,0.0,0.0,0.0,1.0,1.0,Sciences,Ok,Bad,1.0,0.0,Rachel Aleman,1.0,0.0
25,2.712329068044625,0.292195842237422,2.477684537490458,2.200894508796372,1.9972094650936973,-2,1.378656495224798,41.730601777533494,2.109895234199226,0.0,0.0,0.0,1.0,3.0,Sciences,Very Good,Bad,0.0,0.0,Billy Shaffer,0.0,2.0
26,2.473263218358327,0.5416339426839099,2.463280365001204,4.665043017113697,3.153695623556774,1,1.897062798986728,35.83133705126688,2.7684134469936934,0.0,1.0,0.0,2.0,1.0,Humanities,None,Good,0.0,0.0,Chester Montoya,0.0,0.0
27,2.6610894823776032,-1.4574729018426038,1.4475071420854024,1.0497774575522545,2.1104663993236703,-2,2.784078271231986,8.896478404287969,4.330241929596642,0.0,0.0,0.0,1.0,1.0,Sciences,None,Good,0.0,0.0,Yvette Masterson,1.0,0.0
28,2.933568565966369,0.6120829315473914,2.0015852590335736,6.292731287100581,3.0018158625088955,0,0.9205798578255624,52.31503482407297,0.9563461728928648,0.0,0.0,0.0,1.0,1.0,Sciences,Ok,Good,0.0,0.0,Brad Phillips,0.0,0.0
29,3.5221571849024063,-0.578863115986513,3.0802944896649036,3.0308749685294774,2.6617837764895658,-2,1.1933484913442078,50.28943533175765,1.3563386973967189,0.0,0.0,0.0,1.0,1.0,Engineering,Ok,Good,0.0,0.0,Jordan Toney,0.0,0.0
30,2.351996935156029,-0.9518411943825266,0.19725687878443465,-0.5713194178466781,1.412809055249684,-2,0.7933555331341322,63.827349432405086,0.17120356121490277,0.0,0.0,0.0,1.0,1.0,Sciences,Ok,Bad,0.0,0.0,Denise Powers,1.0,0.0
31,2.9014036456642645,-0.43472721411106874,2.70742665899768,0.15803845033908104,2.3143715214877045,-2,2.8720736717636464,14.109064215317467,4.41586000834945,0.0,0.0,0.0,1.0,1.0,Humanities,None,Good,1.0,0.0,Carl Guzman,0.0,0.0
32,2.7795078693173396,-1.8270635239325201,2.786902907679907,-1.4390394944330218,1.6113456823137522,-2,1.1712483611121272,45.91468568000703,1.2441630114864437,0.0,0.0,0.0,1.0,1.0,Humanities,Ok,Bad,0.0,0.0,Helene Wilson,1.0,0.0
33,3.9031780838389514,-0.2958263513547772,1.4350339224197368,4.143819602149335,3.786107980892094,2,3.2258517408252265,0.3752846145227906,5.905223106581893,0.0,2.0,1.0,1.0,1.0,Quantitative,Ok,Good,0.0,0.0,Kathleen Batton,1.0,0.0
34,2.937191298553105,-0.6843499860215385,0.42254443791520324,2.001384565040789,1.6212791399390885,-2,0.4443186724445689,63.75056134497919,0.0,0.0,0.0,1.0,2.0,1.0,Sciences,None,Good,0.0,0.0,Elizabeth Larrison,1.0,2.0
35,2.571099093541579,-0.6196753185682908,1.3531038022956117,2.516145520421416,2.608881954711519,-1,2.127835145860649,21.766086053136654,3.7065935172930633,0.0,0.0,0.0,1.0,1.0,Humanities,Ok,Good,0.0,0.0,Joy Mccoy,1.0,0.0
36,2.046727507739237,0.3512945644706352,3.405998088785773,5.6425817866227534,3.2647219254545874,1,2.329270202332254,18.357491745019402,3.611891418084868,0.0,2.0,0.0,2.0,1.0,Humanities,Ok,Bad,0.0,0.0,Felix Cole,0.0,2.0
37,3.247775281030995,0.7399920671889717,1.7311758712542822,7.842840064658473,3.7046580069928776,2,0.7899005016097356,61.12049397150912,0.5246754530372737,1.0,2.0,0.0,1.0,1.0,Humanities,Very Good,Good,0.0,0.0,Jeremy Lingenfelter,0.0,0.0
38,3.559454354542578,0.623911796027416,2.599887989654086,4.9823473840388965,3.503537950691556,2,1.3217705056390638,43.40622584821462,2.3463895331769824,1.0,0.0,2.0,1.0,1.0,Engineering,Ok,Good,0.0,0.0,Rick Brown,0.0,0.0
39,2.5100576441729254,0.13382134258300557,1.4110981799596778,2.7890452382540136,2.646203674130129,0,3.273056825065177,6.559624876600342,5.583028438127624,0.0,0.0,2.0,1.0,1.0,Sciences,Ok,Good,0.0,0.0,Nancy Bump,1.0,0.0
40,3.209451647306646,0.6758526459077224,1.4069264409555662,3.881011383691494,2.690374098098403,0,1.7934250044880724,31.869826573073652,2.4577283964296193,0.0,0.0,0.0,1.0,1.0,Sciences,Very Good,Good,0.0,0.0,Gretchen Smith,1.0,0.0
41,3.1656312252293777,-0.5992011248133046,2.181377725290178,3.9020059244258802,2.9806286542360527,-1,2.3274364539415267,23.425366781032405,3.608314179751129,1.0,0.0,1.0,1.0,1.0,Humanities,Very Good,Bad,0.0,0.0,Carmelo Johnson,0.0,0.0
42,3.0250407930698864,-0.5792670253750056,2.809542686066459,5.955216221093196,3.383623124120186,-1,2.8546299968559974,9.595438977132108,4.438379500805188,0.0,0.0,0.0,0.0,0.0,None,Ok,Good,0.0,0.0,Paul Perry,0.0,1.0
43,2.935492503912675,0.599955696343652,3.5148011017402894,8.854370131607453,4.611726765494908,2,0.43406655761370017,66.15862934222079,0.0,1.0,1.0,1.0,2.0,1.0,Engineering,Ok,Good,0.0,0.0,Gus Carroll,0.0,0.0
44,2.475140381151669,-1.2941070937362007,0.0901183408302364,1.6720333426132448,1.5214305999646205,-2,2.9285222553571906,10.81340329723897,4.589876646015507,0.0,0.0,0.0,1.0,1.0,Sciences,None,Good,0.0,0.0,Spencer Hall,0.0,0.0
45,3.2924023614210807,0.7099718350332382,0.6917672056266748,5.874077251777297,3.115322734651244,2,4.2435125302831675,19.8850552247022,7.5509843239114085,1.0,2.0,0.0,1.0,1.0,Engineering,Very Good,Good,0.0,0.0,Andrew Garrett,0.0,0.0
46,3.0332601920434294,-0.3560368551031849,1.874699375740127,3.065235019339964,2.129441066066591,-2,2.607994912840861,12.963236405435616,4.092082442263451,0.0,0.0,0.0,1.0,1.0,Humanities,Ok,Good,0.0,0.0,Marjorie Corley,1.0,0.0
47,2.8618815486512403,-0.704179281368281,2.054460137925906,0.497518037981433,2.8441870254881083,0,1.8300799475169025,24.1804407144446,3.0612141768210823,0.0,0.0,2.0,2.0,1.0,Humanities,Ok,Good,0.0,0.0,Cortney Davis,1.0,0.0
48,3.0189595204735706,-1.2399351668283838,0.9381150759251264,-1.8822636205785281,2.12798672311941,-2,0.2875633479814579,65.67751154045195,0.22793101852158282,0.0,0.0,0.0,2.0,2.0,Humanities,Ok,Good,0.0,0.0,Frances Fredrickson,1.0,2.0
49,2.681987291940522,-0.6258048609990695,1.0458724944602462,3.9105872388770693,2.77396196802967,-1,2.6654898269253726,19.20905065570583,4.070203646286688,0.0,0.0,0.0,1.0,1.0,Humanities,None,Good,0.0,0.0,Mamie Williams,1.0,0.0
50,2.6245488425688155,0.7618723454197457,3.601963916186712,4.562552662919958,3.0781523201938987,1,1.3854272246951163,50.41272439834246,1.796412545549677,0.0,2.0,0.0,1.0,1.0,Sciences,None,Good,1.0,0.0,William Jones,0.0,0.0
51,2.6107666751072696,0.43822581171048597,1.9022669761264783,7.909454190453973,3.4424417907336418,1,2.2752987402186693,22.295533942526333,3.6753877866038973,0.0,2.0,0.0,1.0,1.0,Quantitative,Very Good,Bad,0.0,0.0,Raymond Ezzelle,0.0,0.0
52,2.6651013997768014,0.22851349514886876,2.4054505442091276,3.479372699125288,2.8806833785838517,0,2.5964885271790727,17.674558596483337,4.1462993999105695,0.0,0.0,0.0,1.0,2.0,Sciences,Ok,Bad,0.0,0.0,David Hamff,0.0,0.0
53,3.418394516700135,0.8654100359294937,1.8308038947098904,7.927435873066948,4.571252281258865,2,3.061728775716829,4.058380376193238,4.9842649678772135,1.0,2.0,0.0,1.0,1.0,Quantitative,Ok,Good,0.0,0.0,James Paradis,0.0,2.0
54,3.081249981533158,1.304995613503116,2.50287902816826,6.835194333988555,4.1599096593004665,2,2.9682236600941554,6.702685647799704,5.016216334048433,1.0,2.0,2.0,1.0,1.0,Humanities,Very Good,Good,0.0,0.0,Bobby Lee,0.0,2.0
55,2.9399912834188915,0.5511649397945126,1.550583976056897,8.201766876592918,2.8854329089763326,0,1.1946061594365407,54.04813988758016,1.2511592401868528,0.0,0.0,0.0,2.0,2.0,Humanities,Very Good,Good,0.0,0.0,Stacey Swartz,1.0,0.0
56,3.1058692608627636,0.17011816406100974,3.909916154837311,3.511048709873978,3.5928634622591744,1,3.133042581637445,4.292456224083367,5.319948797202677,0.0,2.0,2.0,2.0,1.0,Engineering,Ok,Good,0.0,0.0,Darryl Bohland,0.0,0.0
57,2.5220605976305905,-0.15571052403929186,3.419931477540045,1.0261648046655103,3.2721117847620373,1,0.9876426500674822,57.807577595343965,1.2406198292107768,0.0,2.0,0.0,1.0,1.0,Humanities,Very Good,Good,0.0,0.0,Kenneth Cressman,0.0,0.0
58,3.162936225208139,-0.4129550534589276,2.1859760815421003,4.947859703434771,3.549512266882367,0,1.2747973624629576,46.47849123867543,1.2183577985336418,1.0,0.0,0.0,1.0,1.0,Engineering,Ok,Good,0.0,0.0,Michael Price,0.0,0.0
59,3.357409950663493,-0.33215462606555485,2.3650734064330297,3.2992889510278474,3.3198523536073257,0,3.906131512064346,13.287520802464002,7.017631247009425,0.0,2.0,0.0,2.0,1.0,Engineering,None,Bad,0.0,0.0,Philip Nevarez,0.0,0.0
60,3.365522141017495,0.29211684877691546,1.1904940034211453,6.381561155159508,3.349918568004059,1,0.9523090714702538,66.1805845888477,0.2298698326117128,0.0,2.0,0.0,1.0,1.0,Quantitative,Ok,Good,0.0,0.0,Marybeth Pennington,1.0,0.0
61,3.221164055682175,1.1734066119600988,1.4934974686839044,9.925514003542474,4.069726849947979,2,3.340265760422753,0.6460165000761009,5.448594928594582,1.0,2.0,0.0,1.0,1.0,Sciences,Very Good,Good,0.0,0.0,Tony Wauch,0.0,2.0
62,3.2003509841741105,0.024645569656843724,1.9850786850549642,5.51975721117347,3.267493582459691,0,2.5357168829768275,19.071111340231475,3.857505515638058,0.0,0.0,0.0,1.0,1.0,Quantitative,None,Good,0.0,0.0,Alice Holland,1.0,0.0
63,3.343116677003915,-0.11767392783744557,1.9843828771581908,2.439137194001601,2.5508713558198393,-1,2.331688982022222,27.989709739183876,3.5157749075919877,0.0,0.0,0.0,1.0,2.0,Humanities,Very Good,Bad,0.0,0.0,Lucy Kerr,1.0,0.0
64,2.396255149676615,0.5096393632700619,2.3693255571092107,4.102348483273798,3.3078188316447537,2,3.2222590294730376,5.796561703598719,5.0393267317443495,1.0,2.0,1.0,1.0,1.0,Engineering,Very Good,Good,0.0,0.0,Joshua Witek,0.0,0.0
65,3.247043264456481,0.5164971709756755,0.7994700880655301,5.943035595121092,3.6657518623806657,2,1.2852261284433721,53.95604569169813,1.5069351148368955,1.0,2.0,2.0,1.0,1.0,Engineering,Very Good,Good,0.0,0.0,Roderick Pugh,0.0,2.0
66,2.4728015627587645,0.7844841896456288,2.3349896124194935,6.533853214204575,2.8540459897517807,0,2.1371160929980655,19.537873427065485,3.63333922796339,0.0,0.0,0.0,1.0,2.0,Humanities,Very Good,Bad,1.0,0.0,Earnest Crawford,0.0,0.0
67,3.357821094711347,-1.2024602777806555,2.231304231950838,-0.16667626547049252,2.3405792594889,-2,1.0053682632183154,60.13321706951336,0.8127074083192642,0.0,0.0,0.0,2.0,3.0,Quantitative,None,Bad,0.0,0.0,Beth Macias,1.0,2.0
68,2.8669971165502814,-0.02851624575963059,2.020069075427516,2.504461295774329,2.7494975555802013,0,2.6936664317516756,9.315223554688153,4.685231780325393,1.0,0.0,0.0,1.0,1.0,Quantitative,Very Good,Good,0.0,0.0,Jonathan Montgomery,0.0,2.0
69,3.1679127821600783,-0.6565224453720895,2.4122809797929987,2.636495071067271,2.6073496946916976,-2,1.5528082954797418,33.250369346854065,2.2139177143436743,0.0,0.0,0.0,1.0,1.0,Sciences,None,Good,0.0,0.0,Cheryl Johnson,1.0,2.0
70,2.0589545005626824,-0.1624580273222051,2.251294694686048,3.1155369010711285,2.747772330613956,0,3.4358278945803606,4.126389692675744,5.9926400564355005,0.0,0.0,0.0,2.0,2.0,Sciences,Ok,Good,0.0,0.0,Shannon Joaquin,1.0,0.0
71,3.178732524067906,-1.0912831638504275,2.810407840569069,3.5803132415494163,3.4824578186431854,0,0.7245747007547918,55.23685915282768,0.8775820318559053,0.0,0.0,0.0,1.0,1.0,Quantitative,Ok,Good,0.0,1.0,Paul Richardson,0.0,0.0
72,2.368820798398434,-0.37060824673737147,3.2945955595526737,2.4303519602357513,2.417836695831796,-2,3.5562612960286564,1.5165796815924928,6.012442497957343,0.0,0.0,0.0,1.0,1.0,Sciences,Very Good,Good,0.0,0.0,Jesus Sanders,0.0,2.0
73,2.94710626512349,-0.7810122201995644,2.3473762438516137,0.02666904177130336,2.048280248773123,-2,1.101208096926639,43.18976110847028,1.5707002344424004,0.0,0.0,0.0,1.0,3.0,Humanities,None,Good,0.0,0.0,Dorothy Woodbury,1.0,0.0
74,2.1406977893703827,-0.7207458472291046,0.9366018921626409,1.167841768748103,1.9637152724924039,-2,2.0910831276143567,26.081501088735283,3.154051338969817,0.0,0.0,0.0,0.0,0.0,None,None,Bad,0.0,0.0,Mary Rieben,1.0,3.0
75,2.233057897222991,0.6157576602315263,2.4369013280373477,6.434572819434418,2.716335888678516,0,0.6508282534965011,63.27290602475023,0.0,0.0,0.0,0.0,1.0,2.0,Sciences,Very Good,Bad,0.0,0.0,Bradley Caffee,0.0,2.0
76,2.6653319788367575,2.3173900237029383,2.482849348384487,9.078881511776004,3.600352558057261,2,1.876049590523935,29.64266595170589,2.704736198823569,0.0,2.0,2.0,1.0,3.0,Quantitative,Ok,Good,0.0,0.0,Robert Mansfield,0.0,2.0
77,2.786003331741108,-0.6120703935418967,1.4280064718960617,1.7206822457950754,2.476170068047609,-2,2.527855255363937,23.395474578626796,3.4295834191591696,0.0,0.0,0.0,1.0,1.0,Quantitative,None,Good,0.0,1.0,Kara Barrett,1.0,2.0
78,3.1873084819440787,-0.32684846577205345,1.2981945073540135,3.6699248006407816,2.789006661739985,-1,1.1847430795816096,50.06767623608168,1.7024152225977016,0.0,0.0,0.0,1.0,1.0,Quantitative,Ok,Bad,0.0,0.0,Linda Baza,1.0,2.0
79,2.8919941418267987,0.7357209604000092,2.0615073592199034,2.7976893983748727,3.156134118639456,2,2.302214701022743,25.870324478305307,3.2235235543799767,1.0,2.0,2.0,2.0,2.0,Engineering,Very Good,Good,0.0,0.0,Michael Hardy,0.0,2.0
80,3.3851293743642907,-0.5971086744062805,0.8477769633835164,2.905453932351166,3.14121334231533,0,2.094035612186732,20.10471176911375,3.579378962266034,0.0,0.0,0.0,1.0,1.0,Humanities,Ok,Good,0.0,0.0,Sydney Warren,1.0,0.0
81,2.7422498724088147,-0.08100643454119527,1.0669141984284707,0.6940582620005871,2.188138216905754,-1,2.9759483946818843,5.517473768119757,4.943509155936016,0.0,0.0,0.0,2.0,1.0,Humanities,None,Good,0.0,0.0,Benjamin Beaver,0.0,0.0
82,3.5265069127792135,-1.160677475609261,1.9858101169649796,7.144073991757956,3.6118779571752557,-1,1.6722735871909726,30.54537069875775,2.6012969858262345,0.0,0.0,0.0,1.0,1.0,Humanities,None,Good,1.0,0.0,Margaret White,1.0,2.0
83,2.683463010602341,-0.3606368710169072,1.3350493751792427,1.0542426385809751,2.2662417311779395,-1,1.7187846600933832,38.75133788223928,2.0884553659305167,0.0,0.0,0.0,1.0,1.0,Humanities,None,Bad,1.0,0.0,Michael Luallen,0.0,2.0
84,2.710438967829715,-0.2231298471726135,2.0711619830919683,1.8910884738220228,2.426310423711029,-1,2.7113499446645397,13.259764592764899,4.228927888482449,0.0,0.0,0.0,1.0,1.0,Sciences,Ok,Bad,0.0,0.0,Rosemarie Ravenell,1.0,2.0
85,3.0793449826953316,1.269616303475951,2.4369668888501765,5.8423669046980224,3.729543428759346,2,1.2331970262521093,49.437154717845104,1.5151177027797953,1.0,2.0,2.0,1.0,1.0,Quantitative,None,Good,0.0,0.0,Numbers Hadlock,0.0,0.0
86,3.268074490027729,0.09661438520366315,0.6816656160158445,4.285548696791481,3.2677769785281305,1,2.6073254152956338,6.1707930699549465,4.672176221491657,0.0,2.0,0.0,2.0,1.0,Humanities,Ok,Good,0.0,1.0,Emma Lucas,1.0,0.0
87,2.5112456702570576,1.350648099120826,0.4660937678664434,6.433457736830143,2.3552647622585896,0,2.122398656767746,27.37659101771192,3.255824578887065,0.0,0.0,0.0,1.0,2.0,Sciences,Ok,Good,0.0,0.0,Melinda Glesener,1.0,2.0
88,3.0637213770739256,-0.42362486871470295,2.112299905450342,2.377218738285543,2.476764789950067,-2,3.3820438601033773,2.175721897527694,5.763198565533608,0.0,1.0,0.0,1.0,1.0,Sciences,None,Good,0.0,0.0,Ethel Weir,1.0,0.0
89,2.951088924722628,-0.29087179760987125,1.1416681539826161,0.47135300247515044,1.7827500292685563,-2,0.5758137366389524,65.562463006741,0.0,0.0,0.0,1.0,1.0,1.0,Humanities,Ok,Good,0.0,0.0,Martha Fetterolf,1.0,2.0
90,3.1707894355041546,-0.3151967673933412,1.7456134817978546,5.890612916272934,4.553132257172034,2,2.0809392497438903,37.707136046877224,2.8953728704935493,1.0,2.0,0.0,1.0,1.0,Quantitative,Very Good,Good,0.0,0.0,Mark Mcgee,0.0,2.0
91,3.404276083852537,-0.34101836625890786,1.6463889571660042,1.5299108411486064,3.5155192914972484,2,1.3827948872682816,48.26218215718855,1.8409703414061096,1.0,2.0,0.0,1.0,1.0,Quantitative,Ok,Good,0.0,0.0,Walter Thomas,0.0,0.0
92,1.907652557567558,0.2914667779815221,2.128383861871501,1.0729557783044599,1.1910954449430557,-2,3.909623120815615,22.96136083294858,6.7444353780534225,0.0,0.0,1.0,1.0,1.0,Sciences,Very Good,Bad,0.0,0.0,Alberto Black,0.0,0.0
93,2.607616128733009,-0.20462182062023707,2.6844212402254115,4.849591607165598,2.9823743672389122,0,1.4993932614523677,47.90630519534396,1.6044815798409173,0.0,0.0,0.0,2.0,3.0,Humanities,None,Bad,0.0,0.0,Ray Barrett,0.0,0.0
94,3.2663367900941145,0.2653119282229571,2.86947285008957,3.118762961374946,4.203390562571729,2,2.4099803260848445,35.64270984063833,3.3389767655305436,1.0,2.0,2.0,2.0,1.0,Engineering,Very Good,Good,0.0,0.0,John Ewy,0.0,0.0
95,3.115503500972964,-0.23929532161811393,2.248516158346784,2.984944176904809,2.9324806846172824,0,2.43989175182936,18.55013305453833,4.011601786136543,0.0,0.0,0.0,1.0,1.0,Sciences,Very Good,Good,0.0,0.0,Brittany Lareau,1.0,0.0
96,3.2025487718931287,0.3718038114675173,2.738115597358626,6.426343492810129,3.859097320119295,2,1.2824155916157238,46.99420587105892,1.3249848765885779,1.0,2.0,2.0,1.0,3.0,Quantitative,Ok,Good,0.0,0.0,Glen Andrade,0.0,2.0
97,2.753303934320188,-0.655553573235441,1.826015702405108,1.5442046044907607,2.468904324878276,-2,0.9764652788906314,61.445850724751374,0.8000878748680695,0.0,0.0,1.0,1.0,1.0,Sciences,Ok,Bad,0.0,0.0,Alvin Crochet,0.0,0.0
98,2.7756405622902616,0.13945695086980944,1.9710498139409842,5.577137857123915,3.597752988818292,2,2.6591676560162343,20.969332333926605,4.568782387671677,1.0,0.0,2.0,2.0,1.0,Quantitative,Very Good,Good,0.0,0.0,John Patrick,0.0,2.0
99,3.1057943080850676,-0.732831770436346,1.9394592199554508,3.5208474034563695,2.989876338940373,-1,2.421222828204435,25.3543791907772,3.866367682844534,0.0,0.0,0.0,1.0,2.0,Humanities,Ok,Bad,0.0,0.0,Michelle Rogers,1.0,0.0
100,2.845782713024651,-0.3020581944325157,3.645332815300333,3.6278798927803617,2.5972737695413493,-2,1.658852587712321,32.99282337912324,2.575036326994497,0.0,0.0,2.0,1.0,1.0,Humanities,Very Good,Bad,1.0,0.0,Cruz Hardin,0.0,2.0
101,3.4214212267923525,1.4483097350153271,2.056183005659686,3.749010602741235,3.791437755515825,2,1.363128779354833,44.708623368029414,2.1239167204235545,1.0,2.0,2.0,0.0,0.0,None,Very Good,Good,1.0,0.0,William Larios,0.0,4.0
102,3.02877871962606,0.2168603210524583,1.142754947741576,2.453347842106302,2.840473853258901,0,2.315298183178075,18.345967936991997,3.4955728848267085,0.0,0.0,0.0,2.0,1.0,Humanities,None,Good,0.0,0.0,William Gonzalez,0.0,0.0
103,3.498705429644186,0.000285670646303558,1.8713693590821614,6.790005368807742,4.230551489957585,2,2.2576875921863397,19.861180630420918,3.52253463093199,1.0,2.0,2.0,1.0,1.0,Quantitative,Ok,Good,0.0,0.0,Roland Kahler,0.0,2.0
104,3.099163874607598,0.6857592738714245,1.9785198502498547,6.791483205600848,2.9246781747277586,0,0.7366067060405213,57.909772610607035,0.7809923952700983,0.0,0.0,0.0,1.0,1.0,Quantitative,None,Good,0.0,0.0,Albert Dickson,0.0,2.0
