,Names,GPA,Avg Commute Time,Technical Aptitude,Soft Skills,Years of Experience,Leadership Capability,Sex,Age,Arrest Records,origin_Australia,origin_Canada,origin_China,origin_India,origin_Mexico,origin_United States,sport_Club/Intramural,sport_NCAA/Professional,sport_None,Job Performance,Job Tenure,Military Tenure,Name,race_African-American,race_Asian,race_Caucasian,race_Hispanic,race_Other,Race,hirevue_0.0,hirevue_1.0,hirevue_2.0,referral_0.0,referral_1.0,culturalfit_0.0,culturalfit_1.0,culturalfit_2.0,education_0.0,education_1.0,education_2.0,prestige_0.0,prestige_1.0,prestige_2.0,prestige_3.0,degree_Engineering,degree_Humanities,degree_None,degree_Quantitative,degree_Sciences,linkedin_None,linkedin_Ok,linkedin_Very Good,socmedia_Bad,socmedia_Good,criminal_0.0,criminal_1.0,arrest_0.0,arrest_1.0
10,Gloria Ashburn,2.896530566824932,9.104954122781256,2.5384565809418413,3.359512062289893,1.9740555600602407,-0.5888202230293075,1.0,21.0,0.0,0,0,0,0,0,1,0,0,1,0,4.60417541409206,2.8678003451048686,Lenora Ruple,0,1,0,0,0,Asian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0
11,Rebecca Flinchum,3.054774388811369,36.56375146864051,0.34900819167667296,2.238239083767395,3.0944229818812263,-0.5651105860802726,0.0,25.0,0.0,0,0,0,0,0,1,0,0,1,-2,2.102386175992492,1.7282738097522727,Alex Lewis,0,1,0,0,0,Asian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0
12,Anthony Cordoba,3.375401292074188,11.295644296735636,2.4263883789266583,3.936105740527261,5.783484292086258,0.9467615895455594,0.0,27.0,0.0,0,0,0,0,0,1,0,1,0,2,6.127214867126603,3.430103139346645,Raul Ramirez,0,1,0,0,0,Asian,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
13,Earl Underwood,3.0320499409898294,28.126314841430073,0.6510161087397128,3.1753422245308083,4.5379384609093325,-1.203805125445789,1.0,26.0,0.0,0,0,0,0,0,1,0,0,1,-1,3.585840546508448,2.3101713178450467,Mary Ramsey,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
14,Willie Jones,2.7482402233033154,52.66104449384201,2.785990660769396,3.4850792178363723,5.691367534637336,0.1383084798971483,0.0,21.0,0.0,0,0,0,0,0,1,0,0,1,1,0.8482477668102986,0.8800531872845689,Charles Tosten,0,0,1,0,0,Caucasian,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0
15,John Hankins,3.483664158383452,39.61922243221716,1.9537592889400173,3.189838795818765,1.528387499090076,-0.5891291386572625,1.0,26.0,0.0,0,0,0,0,0,1,0,0,1,0,1.769576502928062,1.4407775850396989,Sandy Eisenberg,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0
16,Alice Sweet,3.897975251096561,21.25136275647361,2.5918437916113635,3.7523447311178257,2.772078329874017,0.3410526983267231,0.0,28.0,0.0,0,0,0,0,0,1,1,0,0,2,2.9949685898039733,1.899798181004739,Chester Mcgriff,0,0,1,0,0,Caucasian,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0
17,David Moore,3.2846265443178564,12.833890557282565,2.8616007820762315,3.889942750333986,4.681458740316714,-0.4764580559524605,0.0,34.0,0.0,0,0,0,0,0,1,0,0,1,1,6.416943769636598,3.7031947183990437,Marvin North,0,0,1,0,0,Caucasian,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0
18,Patricia Selvage,2.620295795412813,42.32245964186864,1.979266634805928,1.9849735180040569,1.3286211057237454,-1.3015199682884655,0.0,24.0,0.0,0,0,0,0,0,1,0,0,1,-2,1.822147170005601,1.3513666732383889,Thomas Leleux,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0
19,Richard Wilson,2.8773899189236007,34.241213344231085,2.7132366286691334,3.2034942694347412,4.387336495986415,0.8586224926505995,0.0,29.0,0.0,0,0,0,0,0,1,0,0,1,2,2.8068139884976877,1.8692188790913982,Jack Woolum,0,1,0,0,0,Asian,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0
20,Joseph Strissel,2.90700196047958,46.10016248063089,0.8259443793289698,3.2581630074176813,2.9300227337507505,-0.19348220374830954,1.0,24.0,0.0,0,0,0,0,0,1,0,0,1,1,1.433580990158532,1.3409754747749305,Betty Perry,0,0,1,0,0,Caucasian,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0
21,Morgan Hearon,2.937768992239853,8.718491429083521,1.3809455448656165,3.775910554030293,6.219367706448775,0.5165861377189934,0.0,38.0,0.0,1,0,0,0,0,0,1,0,0,2,5.198143775000138,2.9547565969533127,James Bouley,0,0,1,0,0,Caucasian,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0
22,Charity Guay,2.718519890892144,35.45611208110812,2.447993644169141,2.419352898302284,0.7352439643954263,-0.2657683675467726,0.0,21.0,0.0,0,0,0,0,0,1,1,0,0,-1,2.58271518065941,1.9333632643060712,Carl Morales,0,1,0,0,0,Asian,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0
23,Anthony Ruppe,3.9436842564910473,22.809553005355085,1.4985793408174193,2.0218827775493398,0.09819326503709158,-1.5516254221770605,1.0,25.0,0.0,0,0,0,0,0,1,1,0,0,-2,3.3314253232838036,2.5174169627534697,Gloria Ashley,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
24,Donald Tate,2.662342530564718,43.870899918640184,-0.2971314148904525,1.3573355710144828,3.656030081433248,-0.703485893693273,1.0,22.0,0.0,0,0,0,0,0,1,0,0,1,-2,2.114143968430209,1.5530451431634789,Rachel Aleman,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1
25,Roger Castillo,2.712329068044625,41.730601777533494,2.477684537490458,1.9972094650936971,2.200894508796372,0.29219584223742195,0.0,34.0,0.0,0,0,0,0,0,1,0,0,1,-2,2.109895234199226,1.3786564952247977,Billy Shaffer,0,1,0,0,0,Asian,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0
26,Carl Carnes,2.4732632183583267,35.831337051266885,2.463280365001204,3.1536956235567737,4.665043017113698,0.5416339426839099,0.0,22.0,0.0,0,0,0,0,0,1,1,0,0,1,2.7684134469936934,1.897062798986728,Chester Montoya,0,0,1,0,0,Caucasian,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0
27,Frances Furtado,2.6610894823776032,8.896478404287969,1.4475071420854024,2.1104663993236703,1.0497774575522545,-1.4574729018426038,1.0,26.0,0.0,0,0,0,0,0,1,1,0,0,-2,4.330241929596642,2.784078271231986,Yvette Masterson,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0
28,Dorothy Salas,2.933568565966369,52.315034824072974,2.0015852590335736,3.0018158625088955,6.2927312871005805,0.6120829315473914,0.0,23.0,0.0,0,0,0,0,0,1,0,1,0,0,0.9563461728928648,0.9205798578255624,Brad Phillips,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0
29,Barbara Garland,3.5221571849024063,50.28943533175765,3.080294489664904,2.6617837764895658,3.0308749685294774,-0.578863115986513,0.0,31.0,0.0,0,0,0,0,0,1,0,0,1,-2,1.3563386973967189,1.1933484913442078,Jordan Toney,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0
30,Michelle Bradford,2.3519969351560293,63.82734943240509,0.19725687878443465,1.4128090552496841,-0.5713194178466781,-0.9518411943825266,1.0,25.0,0.0,0,0,0,0,0,1,0,0,1,-2,0.17120356121490274,0.7933555331341322,Denise Powers,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0
31,Melvin Hammond,2.9014036456642645,14.109064215317467,2.70742665899768,2.3143715214877045,0.15803845033908104,-0.4347272141110688,0.0,26.0,0.0,0,0,0,0,0,1,0,0,1,-2,4.41586000834945,2.8720736717636464,Carl Guzman,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
32,Arlene Sturgis,2.77950786931734,45.914685680007025,2.7869029076799063,1.6113456823137522,-1.4390394944330218,-1.82706352393252,1.0,34.0,1.0,0,0,0,0,0,1,0,0,1,-2,1.2441630114864437,1.1712483611121272,Helene Wilson,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
33,Robin Figueroa,3.903178083838952,0.3752846145227906,1.4350339224197368,3.7861079808920937,4.143819602149335,-0.2958263513547772,1.0,25.0,0.0,0,0,0,0,0,1,0,0,1,2,5.905223106581893,3.2258517408252265,Kathleen Batton,0,0,1,0,0,Caucasian,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0
34,Charles Wright,2.937191298553105,63.75056134497919,0.4225444379152032,1.6212791399390885,2.001384565040789,-0.6843499860215385,1.0,26.0,0.0,0,0,0,0,0,1,0,1,0,-2,0.0,0.4443186724445689,Elizabeth Larrison,0,1,0,0,0,Asian,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0
35,Catherine Lodge,2.571099093541579,21.766086053136654,1.3531038022956117,2.6088819547115194,2.516145520421416,-0.6196753185682908,1.0,25.0,0.0,0,0,0,0,0,1,0,0,1,-1,3.7065935172930633,2.127835145860649,Joy Mccoy,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0
36,Erik Brady,2.046727507739237,18.3574917450194,3.405998088785773,3.2647219254545874,5.6425817866227534,0.3512945644706352,0.0,33.0,0.0,0,0,0,0,0,1,1,0,0,1,3.611891418084868,2.3292702023322542,Felix Cole,0,1,0,0,0,Asian,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
37,Lisa Olive,3.247775281030995,61.12049397150911,1.7311758712542822,3.7046580069928776,7.842840064658472,0.7399920671889717,0.0,28.0,0.0,0,0,0,0,0,1,1,0,0,2,0.5246754530372737,0.7899005016097356,Jeremy Lingenfelter,0,0,1,0,0,Caucasian,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
38,Justin Blackburn,3.559454354542578,43.40622584821462,2.599887989654086,3.5035379506915563,4.9823473840388965,0.623911796027416,0.0,23.0,0.0,0,0,0,0,0,1,0,0,1,2,2.3463895331769824,1.3217705056390638,Rick Brown,0,0,1,0,0,Caucasian,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0
39,John Clark,2.510057644172925,6.559624876600343,1.4110981799596778,2.646203674130129,2.7890452382540136,0.13382134258300554,1.0,31.0,0.0,0,0,0,0,0,1,1,0,0,0,5.583028438127624,3.2730568250651766,Nancy Bump,0,0,1,0,0,Caucasian,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0
40,Amparo Bona,3.2094516473066466,31.86982657307365,1.4069264409555662,2.690374098098403,3.8810113836914937,0.6758526459077224,1.0,42.0,0.0,0,0,0,0,0,1,0,1,0,0,2.4577283964296197,1.7934250044880724,Gretchen Smith,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
41,Dianna Payne,3.1656312252293777,23.425366781032405,2.1813777252901785,2.9806286542360527,3.90200592442588,-0.5992011248133046,0.0,22.0,0.0,0,0,0,0,0,1,0,1,0,-1,3.608314179751129,2.3274364539415267,Carmelo Johnson,0,0,1,0,0,Caucasian,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
42,Patrick Marlow,3.0250407930698864,9.595438977132106,2.8095426860664587,3.383623124120186,5.955216221093197,-0.5792670253750056,0.0,27.0,0.0,0,0,0,0,0,1,0,0,1,-1,4.438379500805189,2.8546299968559974,Paul Perry,1,0,0,0,0,African-American,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0
43,Britt Arroyo,2.9354925039126747,66.15862934222079,3.5148011017402894,4.611726765494908,8.854370131607453,0.599955696343652,0.0,28.0,1.0,0,0,0,0,0,1,0,0,1,2,0.0,0.43406655761370017,Gus Carroll,0,0,1,0,0,Caucasian,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0
44,Kimberly Beyl,2.475140381151669,10.81340329723897,0.0901183408302364,1.5214305999646205,1.6720333426132448,-1.2941070937362007,0.0,24.0,1.0,0,0,0,0,0,1,0,0,1,-2,4.589876646015507,2.9285222553571906,Spencer Hall,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0
45,Noel Sloan,3.2924023614210807,19.8850552247022,0.6917672056266748,3.1153227346512438,5.8740772517772974,0.7099718350332382,0.0,26.0,0.0,0,0,0,0,0,1,0,0,1,2,7.550984323911408,4.243512530283168,Andrew Garrett,0,0,1,0,0,Caucasian,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0
46,Glen Crandall,3.033260192043429,12.963236405435614,1.874699375740127,2.129441066066591,3.065235019339964,-0.3560368551031849,1.0,33.0,0.0,0,0,1,0,0,0,0,0,1,-2,4.092082442263451,2.607994912840861,Marjorie Corley,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0
47,Clinton Lundblad,2.8618815486512403,24.180440714444604,2.054460137925906,2.8441870254881083,0.49751803798143296,-0.7041792813682809,1.0,32.0,0.0,0,0,0,1,0,0,0,0,1,0,3.0612141768210823,1.8300799475169025,Cortney Davis,0,0,1,0,0,Caucasian,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0
48,Mary Zimmermann,3.01895952047357,65.67751154045196,0.9381150759251264,2.12798672311941,-1.882263620578528,-1.2399351668283838,1.0,24.0,0.0,0,0,0,0,0,1,1,0,0,-2,0.2279310185215828,0.2875633479814579,Frances Fredrickson,0,1,0,0,0,Asian,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0
49,David Douglas,2.681987291940522,19.209050655705827,1.0458724944602462,2.77396196802967,3.910587238877069,-0.6258048609990695,1.0,27.0,0.0,0,0,0,0,0,1,0,0,1,-1,4.0702036462866875,2.6654898269253726,Mamie Williams,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0
50,Freddie Peebles,2.6245488425688155,50.412724398342455,3.601963916186712,3.0781523201938987,4.562552662919958,0.7618723454197457,0.0,29.0,0.0,0,0,0,0,0,1,1,0,0,1,1.7964125455496767,1.3854272246951165,William Jones,0,0,1,0,0,Caucasian,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
51,Julio Smith,2.6107666751072696,22.29553394252633,1.9022669761264783,3.4424417907336418,7.909454190453973,0.438225811710486,0.0,25.0,0.0,0,0,0,0,0,1,0,1,0,1,3.675387786603897,2.2752987402186693,Raymond Ezzelle,0,0,1,0,0,Caucasian,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0
52,Shirley Nielsen,2.6651013997768014,17.674558596483337,2.405450544209128,2.880683378583852,3.479372699125288,0.2285134951488688,0.0,24.0,0.0,0,0,0,0,0,1,1,0,0,0,4.1462993999105695,2.5964885271790727,David Hamff,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0
53,Robert Broten,3.418394516700135,4.058380376193239,1.8308038947098904,4.571252281258865,7.927435873066948,0.8654100359294937,0.0,29.0,0.0,0,0,0,0,0,1,0,1,0,2,4.9842649678772135,3.0617287757168286,James Paradis,0,1,0,0,0,Asian,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0
54,Anthony Wolf,3.0812499815331584,6.702685647799704,2.50287902816826,4.1599096593004665,6.835194333988555,1.304995613503116,0.0,23.0,0.0,0,0,0,0,0,1,0,0,1,2,5.016216334048433,2.9682236600941554,Bobby Lee,0,1,0,0,0,Asian,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
55,Dianna Stivers,2.9399912834188915,54.048139887580156,1.5505839760568971,2.8854329089763326,8.201766876592917,0.5511649397945126,1.0,22.0,1.0,0,0,0,0,0,1,1,0,0,0,1.2511592401868528,1.1946061594365407,Stacey Swartz,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
56,James Taylor,3.105869260862764,4.292456224083367,3.909916154837311,3.5928634622591744,3.511048709873978,0.17011816406100974,0.0,28.0,1.0,0,0,0,0,0,1,0,0,1,1,5.319948797202676,3.133042581637445,Darryl Bohland,0,0,1,0,0,Caucasian,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0
57,Miriam Lara,2.5220605976305905,57.80757759534397,3.419931477540045,3.2721117847620373,1.0261648046655103,-0.15571052403929184,0.0,21.0,0.0,0,0,0,0,0,1,0,1,0,1,1.2406198292107768,0.9876426500674822,Kenneth Cressman,0,0,1,0,0,Caucasian,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
58,Richard Dooley,3.162936225208139,46.47849123867543,2.1859760815421003,3.5495122668823664,4.947859703434771,-0.4129550534589276,0.0,35.0,0.0,0,0,0,0,0,1,0,1,0,0,1.2183577985336418,1.2747973624629576,Michael Price,0,0,1,0,0,Caucasian,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0
59,Samuel Edwards,3.3574099506634933,13.287520802464002,2.3650734064330297,3.3198523536073257,3.299288951027848,-0.33215462606555485,0.0,28.0,0.0,0,0,0,0,0,1,0,0,1,0,7.017631247009425,3.9061315120643463,Philip Nevarez,0,0,1,0,0,Caucasian,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
60,Lawrence Rogers,3.3655221410174954,66.18058458884771,1.1904940034211453,3.3499185680040586,6.381561155159508,0.29211684877691546,1.0,30.0,0.0,0,0,0,0,0,1,0,1,0,1,0.2298698326117128,0.9523090714702538,Marybeth Pennington,0,0,1,0,0,Caucasian,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0
61,Concepcion Crabtree,3.2211640556821743,0.6460165000761009,1.4934974686839044,4.069726849947978,9.925514003542474,1.1734066119600988,0.0,27.0,0.0,0,0,0,0,0,1,0,1,0,2,5.4485949285945825,3.3402657604227532,Tony Wauch,0,1,0,0,0,Asian,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
62,Fredia Fisher,3.2003509841741105,19.071111340231475,1.985078685054964,3.267493582459691,5.51975721117347,0.024645569656843724,1.0,28.0,0.0,0,0,0,0,0,1,1,0,0,0,3.857505515638058,2.5357168829768275,Alice Holland,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0
63,Daisy Simpson,3.3431166770039153,27.98970973918388,1.9843828771581908,2.5508713558198397,2.439137194001601,-0.11767392783744555,1.0,23.0,1.0,0,0,0,0,0,1,0,0,1,-1,3.515774907591988,2.3316889820222215,Lucy Kerr,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
64,Nicki Cregan,2.396255149676615,5.7965617035987185,2.3693255571092107,3.3078188316447537,4.102348483273798,0.5096393632700619,0.0,30.0,0.0,0,0,0,0,0,1,0,0,1,2,5.0393267317443495,3.2222590294730376,Joshua Witek,0,0,1,0,0,Caucasian,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0
65,Lonny Mcnair,3.2470432644564813,53.95604569169813,0.7994700880655301,3.6657518623806657,5.943035595121093,0.5164971709756755,0.0,26.0,0.0,0,0,0,0,0,1,1,0,0,2,1.5069351148368957,1.285226128443372,Roderick Pugh,0,1,0,0,0,Asian,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0
66,Felix Armstong,2.4728015627587645,19.537873427065485,2.334989612419493,2.8540459897517807,6.533853214204575,0.7844841896456288,0.0,35.0,0.0,0,0,0,0,0,1,0,0,1,0,3.6333392279633903,2.137116092998065,Earnest Crawford,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
67,Charles Schiro,3.3578210947113467,60.13321706951336,2.231304231950838,2.3405792594889,-0.16667626547049252,-1.2024602777806557,1.0,23.0,0.0,0,0,0,0,0,1,0,0,1,-2,0.8127074083192642,1.0053682632183154,Beth Macias,0,1,0,0,0,Asian,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0
