Names,Race,Gender,Sports,Birth Origin,Age,Zip,Education,GPA,Educational Prestige,Years of Experience,Soft Skills,Manager's Assessment Score,Military Tenure,Avg Commute Time,Job Tenure,Cultural Fit,Leadership Capability,HireVue Score,Technical Aptitude,Avg Deals Closed,Undergraduate Degree,LinkedIn Score,Responsible Social Media Use,Employee Referral,Arrest Record,Criminal Record
Robert Johnson,Caucasian,male,1.0,Australia,34.0,94605,4,2.9,0.71,4.0,2.8,9.32,4.0,42.0,2.0,1.13,2.06,-0.29,-0.13,6.95,Engineering,Ok,Good,0.0,0.0,0.0
Jean Corf,Caucasian,male,0.0,Australia,26.0,94609,4,2.21,0.38,5.0,2.56,9.0,0.0,50.0,0.0,-1.92,1.22,-2.08,-1.41,5.44,Engineering,Ok,Good,1.0,0.0,0.0
Peggy Strecker,Caucasian,female,1.0,USA,33.0,94566,3,2.59,0.25,4.0,2.5,8.819999999999999,0.0,35.0,5.0,0.91,1.48,-1.22,-0.61,6.39,Quantitative,Ok,Bad,0.0,0.0,0.0
Martin Lockwood,Other,male,0.0,USA,31.0,94131,3,3.01,0.31,9.0,3.43,9.86,0.0,44.0,2.0,-0.72,2.1,1.85,1.64,8.72,Sciences,None,Bad,0.0,0.0,0.0
Leonard Stephenson,Asian,male,2.0,Australia,23.0,94109,4,4.27,0.77,1.5,4.24,14.77,0.0,48.0,0.0,-2.87,2.71,1.28,1.46,8.9,Quantitative,Very Good,Good,0.0,0.0,0.0
Tamika Reynoso,Caucasian,female,1.0,USA,32.0,94040,2,2.66,0.25,5.0,2.55,7.820000000000001,2.0,4.0,5.0,0.55,2.67,2.09,1.3,8.25,Quantitative,Ok,Bad,0.0,0.0,0.0
Opal Choate,Caucasian,female,0.0,USA,27.0,94587,3,2.96,0.4,6.0,3.39,10.26,0.0,30.0,2.0,-2.31,3.13,3.81,3.34,10.74,Engineering,Ok,Good,0.0,0.0,0.0
Robert Felix,African-American,male,0.0,USA,31.0,94022,1,3.27,0.52,5.5,3.96,9.42,2.0,13.0,3.0,-0.94,1.95,0.74,0.93,8.07,Engineering,Very Good,Good,0.0,0.0,0.0
Mohammad Samuel,Caucasian,male,0.0,USA,25.0,94304,1,2.31,0.38,1.0,1.38,4.16,0.0,19.0,3.0,-0.71,1.38,-2.19,-2.52,3.93,Engineering,None,Good,0.0,1.0,1.0
Chuck Maestas,Caucasian,male,1.0,USA,21.0,94941,2,3.0,0.4,0.0,2.1,6.84,0.0,75.0,1.5,-0.53,1.46,-0.56,-1.12,5.25,Engineering,None,Bad,0.0,1.0,1.0
Carey Dieteman,Asian,male,0.0,USA,28.0,95134,2,2.79,0.48,6.0,3.11,9.29,0.0,16.0,3.0,-0.61,1.07,-0.46,-0.45,6.16,Quantitative,Ok,Good,0.0,0.0,0.0
Alfred Holdman,Caucasian,male,0.0,USA,33.0,94028,4,2.66,0.06,2.5,2.44,10.11,0.0,23.0,4.0,2.3,2.19,-0.39,-1.62,4.75,Engineering,Very Good,Good,0.0,0.0,0.0
Jason Dillon,African-American,male,2.0,USA,37.0,94707,4,2.96,0.48,6.5,4.31,13.919999999999998,0.5,60.0,0.0,-2.95,2.14,0.78,0.86,7.95,Sciences,Ok,Good,1.0,0.0,0.0
Phillip Morris,Asian,male,0.0,USA,33.0,94089,1,3.25,0.19,4.0,3.09,9.4,2.0,11.0,3.0,0.36,2.5,0.42,0.43,7.62,Engineering,None,Bad,0.0,0.0,0.0
Theresa Galayda,Asian,female,1.0,USA,36.0,94973,5,2.92,0.67,7.5,3.76,13.66,0.0,87.0,1.5,-0.88,2.81,1.36,1.2,8.4,Sciences,Very Good,Good,1.0,0.0,0.0
Barney Dingle,Caucasian,male,0.0,USA,24.0,94010,2,2.4,0.67,1.0,2.31,6.75,0.0,33.0,1.5,-0.96,3.1,2.54,2.16,9.46,Engineering,Ok,Bad,0.0,0.0,0.0
Thomas Crews,Caucasian,male,0.0,USA,31.0,94043,2,3.05,0.52,3.0,3.25,9.93,0.0,5.0,3.0,-1.66,1.56,-0.59,-0.11,6.89,Quantitative,Ok,Good,0.0,0.0,0.0
Paul Bateman,African-American,male,0.0,USA,26.0,94947,2,1.95,0.46,2.0,2.16,6.2,0.5,85.0,0.0,-3.38,0.91,0.6,0.19,6.65,Quantitative,Very Good,Bad,0.0,0.0,0.0
William Rodriguez,Other,male,1.0,USA,30.0,94542,4,2.37,0.67,3.0,2.29,8.3,0.0,41.0,4.0,0.92,2.23,0.79,1.15,8.59,Engineering,Ok,Good,0.0,0.0,0.0
Brian Alonso,Hispanic,male,0.0,USA,25.0,94040,2,2.97,0.54,3.5,2.74,7.260000000000001,1.5,4.0,2.0,-1.92,2.27,-0.62,-1.02,5.77,Engineering,None,Bad,0.0,0.0,0.0
Tom Thomas,Caucasian,male,0.0,USA,29.0,94578,1,3.09,0.54,1.0,2.83,7.46,0.0,39.0,0.0,-5.5,2.92,2.15,2.32,9.86,Engineering,Ok,Good,0.0,0.0,0.0
Robert Bubar,Other,male,1.0,USA,30.0,94578,5,3.65,0.31,5.5,3.02,11.25,0.0,39.0,3.5,0.64,2.39,1.06,0.8,7.88,Quantitative,Ok,Good,0.0,1.0,0.0
Dennis Calzada,Asian,male,0.0,USA,26.0,94087,3,2.54,0.35,0.0,1.87,7.87,0.0,12.0,2.5,-0.83,0.0,-3.77,-2.99,3.31,Engineering,None,Good,0.0,0.0,0.0
Thomas Saari,Hispanic,male,0.0,USA,32.0,94070,3,3.21,0.6,3.5,3.22,9.719999999999999,0.0,27.0,6.0,2.27,1.74,-0.52,-1.13,5.43,Quantitative,Ok,Good,0.0,0.0,0.0
Kathryn Cheek,Caucasian,female,0.0,USA,34.0,94131,2,2.54,0.62,5.0,3.11,8.68,0.0,44.0,2.0,0.33,0.0,-4.79,-5.3,0.0,Sciences,None,Good,0.0,1.0,0.0
Steven Jackson,Hispanic,male,0.0,USA,31.0,94043,2,3.26,0.31,3.5,2.93,8.709999999999999,0.0,5.0,3.0,-0.96,1.76,-0.08,0.7,8.12,Quantitative,None,Bad,0.0,0.0,0.0
Homer Wilson,Caucasian,male,1.0,USA,30.0,94114,1,3.1,0.12,4.0,2.49,7.140000000000001,0.0,47.0,3.0,-2.06,2.04,-0.65,-0.61,6.35,Humanities,Ok,Bad,0.0,0.0,1.0
Alda Reid,African-American,female,1.0,USA,24.0,94618,1,3.56,0.6,0.0,3.24,7.249999999999999,0.0,51.0,1.0,-2.31,0.49,-3.28,-3.45,2.79,Engineering,None,Good,0.0,0.0,0.0
Thomas Dykes,Caucasian,male,0.0,USA,38.0,94605,4,2.61,0.56,3.5,2.36,8.36,2.0,42.0,7.0,1.09,0.0,-3.8,-3.75,2.09,Quantitative,None,Bad,1.0,0.0,0.0
Anthony Haverstick,Caucasian,male,1.0,USA,34.0,94043,3,2.47,0.19,6.0,2.71,9.32,0.0,6.0,5.0,-0.65,2.41,1.74,1.94,9.34,Engineering,Ok,Good,0.0,1.0,0.0
Charles Arender,Caucasian,male,2.0,USA,32.0,94933,5,3.26,0.62,4.5,3.09,12.03,0.0,96.0,1.0,1.49,2.38,-0.67,-1.04,5.86,Quantitative,Very Good,Good,0.0,1.0,0.0
Stephanie Velazquez,Caucasian,female,2.0,Australia,32.0,94542,4,3.42,0.56,8.0,4.03,12.469999999999999,0.0,41.0,3.0,-0.09,2.06,-0.58,-1.18,5.44,Quantitative,Ok,Good,1.0,0.0,0.0
Clifton Hill,Caucasian,male,2.0,USA,35.0,94043,5,3.91,0.69,7.0,4.54,17.14,0.0,7.0,4.5,1.13,2.36,0.33,0.02,7.01,Engineering,Very Good,Good,1.0,0.0,0.0
Edna Ivory,Caucasian,female,1.0,USA,29.0,94510,1,2.07,0.17,1.0,1.55,4.03,0.0,69.0,1.0,0.48,2.17,-0.42,0.0,7.25,Engineering,Ok,Good,1.0,1.0,1.0
Jasmine Rogers,Caucasian,female,1.0,USA,23.0,94544,3,2.66,0.17,0.0,1.9,7.930000000000001,0.0,32.0,2.0,0.04,2.37,1.1,0.92,7.96,Quantitative,None,Good,0.0,0.0,0.0
Wesley Erickson,Caucasian,male,0.0,USA,33.0,94549,3,3.16,0.27,5.0,2.98,9.84,0.0,53.0,4.0,1.57,0.88,-3.33,-2.97,3.6,Quantitative,None,Good,0.0,0.0,0.0
Robert Rounds,Caucasian,male,0.0,USA,32.0,94027,2,2.75,0.44,2.0,2.27,6.82,0.0,24.0,3.0,-3.21,1.91,-0.78,-0.44,6.65,Quantitative,Very Good,Good,0.0,0.0,0.0
Grace Starrett,Asian,female,1.0,USA,24.0,94595,3,2.89,0.4,3.0,2.57,8.889999999999999,0.0,56.0,1.0,-1.83,2.19,2.4,2.18,9.32,Engineering,Ok,Bad,0.0,0.0,0.0
Larry Stewart,Caucasian,male,2.0,USA,34.0,94040,5,3.61,0.46,7.5,4.67,15.89,0.0,2.0,3.0,-2.44,1.34,-1.85,-2.02,4.44,Engineering,Very Good,Good,1.0,0.0,0.0
Wilhelmina Spinney,African-American,female,2.0,USA,36.0,94603,2,3.22,0.71,7.5,4.44,10.889999999999999,3.5,40.0,5.5,1.88,3.44,3.43,3.16,10.66,Quantitative,Ok,Good,0.0,0.0,0.0
Patricia Todd,Asian,female,0.0,Canada,26.0,94544,3,1.99,0.19,3.5,1.38,4.75,0.0,32.0,4.0,0.99,3.22,3.5,3.73,11.43,Humanities,Very Good,Bad,1.0,0.0,0.0
Ann Schnarr,African-American,female,0.0,USA,24.0,94605,2,2.57,0.44,0.5,2.36,6.67,0.0,42.0,3.0,-0.8200000000000001,1.03,-1.21,-0.59,6.47,Engineering,Ok,Good,0.0,0.0,0.0
Laura Matlock,African-American,female,1.0,USA,34.0,94558,2,2.43,0.29,3.0,2.03,6.07,0.0,91.0,3.0,-0.010000000000000009,0.35,-3.88,-3.08,3.48,Engineering,Very Good,Good,0.0,1.0,0.0
Antonio Cegielski,Caucasian,male,1.0,USA,37.0,94043,4,3.03,0.04,8.5,3.54,12.51,0.0,7.0,6.0,0.3,3.19,1.54,1.1,8.28,Quantitative,Ok,Good,0.0,0.0,0.0
David Gurley,Other,male,2.0,Australia,32.0,94539,4,3.19,0.19,5.0,3.52,13.21,2.5,25.0,4.0,0.25,0.83,-3.41,-1.81,5.36,Sciences,Very Good,Good,1.0,0.0,0.0
Monica Johnson,African-American,female,0.0,USA,34.0,94019,3,2.01,0.15,2.0,1.55,5.48,2.0,46.0,3.0,-0.51,1.55,-0.79,-0.85,5.85,Engineering,Ok,Bad,0.0,1.0,0.0
Leah Baker,Caucasian,female,1.0,Canada,32.0,94544,4,3.72,0.65,3.0,4.49,15.8,0.0,32.0,3.0,-3.27,1.78,0.17,0.33,7.5,Quantitative,Very Good,Good,1.0,0.0,0.0
Mary Stephens,Hispanic,female,0.0,Canada,29.0,94014,2,2.7,0.06,3.0,1.76,4.94,1.0,43.0,1.0,-2.23,1.31,-0.37,-0.68,5.93,Engineering,Ok,Bad,0.0,1.0,1.0
Vicki Reeks,Caucasian,female,1.0,USA,29.0,94301,2,3.57,0.35,7.5,3.84,11.02,1.5,17.0,1.0,-1.57,3.0,1.73,1.87,9.4,Engineering,Very Good,Good,0.0,0.0,0.0
Elizabeth Murphy,Hispanic,female,0.0,USA,32.0,94027,5,2.45,0.46,7.0,2.78,10.249999999999998,0.0,24.0,2.0,-1.01,3.32,2.3,1.44,8.59,Engineering,None,Bad,0.0,0.0,0.0
Joseph Aron,Caucasian,male,2.0,USA,33.0,94523,4,3.29,0.81,6.0,4.83,16.03,2.5,55.0,4.0,1.22,2.46,-0.17,0.11,7.44,Engineering,Very Good,Good,1.0,0.0,0.0
Kevin Avila,African-American,male,1.0,USA,29.0,94019,4,3.8,0.27,5.5,3.85,12.729999999999999,0.0,46.0,0.5,-2.91,2.65,1.6,1.21,8.38,Engineering,None,Good,1.0,0.0,0.0
William Diamond,Hispanic,male,0.0,USA,28.0,94010,3,2.62,0.17,0.5,1.67,6.25,0.0,33.0,5.0,0.8600000000000001,0.78,-2.09,-1.8,4.83,Engineering,None,Bad,0.0,1.0,0.0
Edward Austin,Caucasian,male,0.0,USA,35.0,94588,2,2.11,0.19,7.0,2.75,8.01,0.0,36.0,1.0,-0.22,1.24,-0.15,0.83,8.12,Quantitative,Ok,Good,0.0,0.0,0.0
Robert Edson,Caucasian,male,0.0,USA,31.0,94040,4,3.26,0.48,3.0,3.09,10.98,4.0,4.0,5.0,1.82,1.96,0.6,1.31,8.73,Engineering,Ok,Good,0.0,0.0,0.0
James Mcdowell,Caucasian,male,0.0,Canada,30.0,94549,2,2.97,0.4,2.0,2.02,6.13,0.0,53.0,3.5,1.09,2.44,2.21,2.55,10.05,Quantitative,None,Good,0.0,1.0,0.0
Joseph Collins,Hispanic,male,0.0,USA,26.0,94114,1,3.03,0.46,2.5,3.16,8.03,0.0,47.0,2.0,-1.1800000000000002,2.6,0.47,0.2,7.23,Engineering,Very Good,Good,0.0,0.0,0.0
Robert Rivera,Caucasian,male,0.0,USA,25.0,94109,1,2.88,0.31,0.5,2.2,5.94,0.0,48.0,1.0,0.24,1.67,0.14,0.24,7.13,Engineering,None,Bad,0.0,0.0,0.0
Joseph Goldsmith,Caucasian,male,0.0,USA,33.0,94040,2,3.76,0.44,0.0,3.11,10.68,0.0,4.0,6.5,1.68,1.04,-0.99,-0.54,6.29,Sciences,Ok,Bad,0.0,0.0,0.0
Roy Pagel,Caucasian,male,2.0,USA,33.0,94566,5,3.25,0.38,6.5,3.98,14.25,0.0,35.0,1.0,-3.46,1.52,-2.03,-2.73,3.6,Engineering,Very Good,Bad,1.0,1.0,0.0
John Brown,African-American,male,1.0,USA,31.0,94545,1,2.88,0.48,3.0,3.21,7.81,0.0,37.0,3.0,-0.030000000000000027,2.95,3.9,4.11,11.88,Engineering,Ok,Good,1.0,0.0,0.0
Lois Johnson,African-American,female,0.0,USA,30.0,94560,1,2.58,0.69,1.0,3.08,7.029999999999999,0.0,29.0,7.0,3.42,1.41,-0.97,-1.41,5.05,Quantitative,None,Good,0.0,0.0,0.0
Marguerite Post,African-American,female,1.0,USA,35.0,94109,5,3.41,0.56,8.0,4.26,13.719999999999999,0.0,48.0,3.0,-0.39,1.91,0.74,2.18,9.88,Quantitative,Very Good,Good,1.0,0.0,0.0
Robert Baldwin,Caucasian,male,1.0,USA,31.0,94301,5,2.64,0.25,7.0,3.32,12.3,0.0,17.0,5.0,0.97,2.11,-0.44,-0.42,6.61,Quantitative,Ok,Bad,0.0,0.0,0.0
Robert Rich,Caucasian,male,2.0,USA,26.0,94605,1,2.55,0.17,1.5,2.48,6.66,2.0,42.0,0.0,-1.46,1.67,0.43,0.79,7.99,Sciences,None,Good,0.0,1.0,0.0
James Gordon,African-American,male,0.0,USA,28.0,94028,1,2.72,0.21,0.0,1.46,3.01,3.5,23.0,6.0,2.33,2.92,0.56,0.96,8.55,Engineering,None,Good,0.0,1.0,1.0
Linda Kessler,Caucasian,female,1.0,USA,36.0,94560,5,3.05,0.62,5.5,3.74,12.649999999999999,0.0,29.0,4.0,2.01,3.24,1.63,1.13,8.45,Engineering,None,Good,1.0,0.0,0.0
Carly Daughrity,African-American,female,0.0,USA,22.0,94402,1,2.72,0.19,0.0,1.35,3.4800000000000004,0.0,28.0,0.5,-2.74,1.64,-0.17,-0.43,6.33,Humanities,Very Good,Bad,0.0,1.0,1.0
John Jehle,Other,male,2.0,USA,37.0,94043,5,3.21,0.38,9.0,4.32,15.7,0.0,6.0,4.0,0.62,3.4,3.54,3.06,10.39,Quantitative,Ok,Good,0.0,0.0,0.0
Thelma Hines,Caucasian,female,0.0,USA,33.0,94560,3,3.64,0.29,7.5,3.78,10.809999999999999,0.0,29.0,0.0,-1.86,1.86,0.08,0.35,7.52,Engineering,None,Bad,0.0,1.0,0.0
Eddie Taylor,Hispanic,male,0.0,USA,35.0,94022,3,2.72,0.19,6.0,3.01,9.42,0.0,13.0,6.0,1.79,0.17,-3.58,-4.03,1.8,Quantitative,Ok,Good,1.0,0.0,0.0
James Shackelford,Asian,male,2.0,USA,27.0,94544,2,3.15,0.46,4.5,3.73,12.02,0.0,31.0,0.5,-2.06,4.02,3.85,4.02,12.05,Engineering,Very Good,Good,0.0,0.0,0.0
Miriam Berka,Caucasian,female,0.0,USA,37.0,94566,3,3.01,0.31,6.0,3.39,10.739999999999998,0.0,35.0,3.0,-1.09,2.08,0.98,1.73,9.29,Engineering,None,Good,0.0,0.0,0.0
Grant Chase,Caucasian,male,2.0,USA,29.0,94105,4,3.97,0.56,7.5,5.09,16.15,0.0,45.0,0.0,-3.94,0.8,-2.22,-2.37,3.95,Quantitative,Very Good,Good,1.0,0.0,0.0
Tammy Freiler,Caucasian,female,0.0,USA,31.0,94010,5,2.38,0.35,7.0,2.99,10.809999999999999,0.0,33.0,2.5,-0.99,2.23,-0.69,-1.56,5.01,Engineering,Very Good,Good,1.0,0.0,0.0
James Newsom,Caucasian,male,2.0,USA,26.0,94109,5,3.03,0.4,5.0,2.98,11.45,0.0,48.0,0.5,-1.79,0.71,-2.53,-3.05,3.01,Quantitative,Ok,Good,0.0,0.0,0.0
Stewart Williams,Caucasian,male,1.0,USA,26.0,94618,1,3.09,0.6,0.5,2.11,5.18,0.0,51.0,0.5,2.03,2.23,-0.91,-1.93,4.52,Humanities,Ok,Bad,0.0,1.0,1.0
Jodie Barrow,Caucasian,female,1.0,USA,21.0,94402,2,2.73,0.17,0.0,1.44,5.5600000000000005,0.0,28.0,2.0,-0.32,3.8,3.1,2.04,9.25,Engineering,Very Good,Bad,1.0,1.0,1.0
Dallas Hanover,Asian,male,1.0,USA,33.0,95134,4,2.89,0.6,5.0,3.17,11.02,0.0,16.0,3.0,-0.22,1.51,-1.48,-1.54,5.18,Engineering,None,Good,0.0,0.0,0.0
Candace Smith,Caucasian,female,1.0,USA,27.0,94022,5,3.16,0.6,6.5,3.16,11.399999999999999,0.0,13.0,2.0,-2.39,1.81,-1.13,0.07,7.7,Quantitative,Ok,Good,1.0,0.0,0.0
Michael Thornley,Caucasian,male,1.0,USA,27.0,94545,3,2.84,0.38,3.0,2.63,8.92,0.0,37.0,3.5,1.76,1.48,0.24,-0.25,6.24,Engineering,Ok,Good,0.0,0.0,0.0
Javier Mitchell,Caucasian,male,1.0,Australia,27.0,94549,1,3.06,0.42,3.0,2.56,7.07,0.0,53.0,4.0,0.61,2.49,-0.35,-0.81,6.09,Engineering,Ok,Bad,0.0,0.0,0.0
Earl Farmer,Hispanic,male,0.0,USA,26.0,94720,1,2.33,0.54,2.0,1.91,3.3900000000000006,1.0,58.0,1.5,-1.59,0.89,-2.88,-1.72,5.24,Engineering,Ok,Good,0.0,0.0,1.0
Eugene Carson,African-American,male,1.0,USA,29.0,94970,4,3.11,0.42,3.0,2.95,10.239999999999998,1.0,116.0,0.0,-2.66,1.46,-1.98,-1.27,5.77,Engineering,Very Good,Bad,0.0,1.0,0.0
Jerald Hastings,Caucasian,male,1.0,USA,26.0,94030,2,3.42,0.46,2.0,2.13,6.46,0.0,34.0,0.0,-2.85,1.02,-1.17,-1.38,5.17,Engineering,None,Good,0.0,1.0,0.0
Stephen Wood,Caucasian,male,0.0,USA,34.0,95134,3,3.0,0.48,1.0,2.18,7.970000000000001,0.0,16.0,5.0,1.09,3.37,1.32,1.36,8.92,Humanities,Very Good,Bad,0.0,0.0,0.0
Melody Sirles,Hispanic,female,2.0,USA,31.0,94087,5,3.31,0.65,5.5,3.52,14.509999999999998,0.0,12.0,4.0,0.31999999999999995,1.73,-0.4,0.28,7.52,Sciences,Ok,Good,1.0,0.0,0.0
Kristine Dennis,Caucasian,female,0.0,USA,26.0,94027,1,2.75,0.12,6.5,2.77,7.11,0.0,24.0,2.0,-2.79,1.18,-1.08,-1.15,5.38,Humanities,Ok,Bad,0.0,0.0,0.0
Tami Morgan,Caucasian,female,1.0,USA,32.0,94903,5,3.47,0.35,7.0,3.68,12.66,0.0,70.0,2.0,1.32,2.25,0.03,-0.38,6.48,Engineering,Ok,Good,1.0,1.0,0.0
Harry Romeo,Asian,male,2.0,USA,29.0,94538,2,3.69,0.4,4.0,3.79,12.19,0.0,21.0,4.5,1.17,1.68,-1.8,-2.16,4.39,Engineering,Very Good,Good,0.0,0.0,0.0
Joseph Connelly,Caucasian,male,1.0,USA,36.0,95035,4,3.33,0.5,4.5,3.61,12.6,4.0,18.0,7.5,3.83,2.49,0.76,0.83,8.05,Engineering,Ok,Good,0.0,0.0,0.0
Terry Topolosky,Caucasian,female,2.0,USA,36.0,94085,4,2.48,0.42,7.0,3.57,11.94,0.0,9.0,2.5,-1.27,1.52,-0.92,-0.42,6.68,Engineering,Ok,Good,0.0,0.0,0.0
Philomena Stanbaugh,Asian,female,0.0,USA,25.0,94402,1,2.47,0.29,0.5,1.8,4.9,0.0,28.0,2.0,-0.84,2.61,0.58,0.02,6.85,Engineering,None,Bad,0.0,0.0,0.0
