,Unnamed: 0,Education,GPA,Educational Prestige,Years of Experience,Soft Skills,Manager's Assessment Score,Military Tenure,Avg Commute Time,Job Tenure,Cultural Fit,Leadership Capability,Sports,Technical Aptitude,Avg Deals Closed,Undergraduate Degree,LinkedIn Score,Responsible Social Media Use,Employee Referral,HireVue Score,Arrest Record,Criminal Record,Names,Race,Gender,Birth Origin,Age
1037,1037,1.0569121028167916,3.3035040702422624,2.532970361486265,3.0306827471240294,3.0897069491049702,2.4096992581522896,1.6213225761940968,60.674058486626244,0.0,-2.8822919505346203,1.6213225761940968,60.674058486626244,-2.8822919505346203,3.0,Humanities,Very Good,Good,1.0,2.0,0.0,0.0,Ismael Miller,Caucasian,male,Australia,29.0
1038,1038,0.01671739238715645,3.3726587518016315,2.539196460379625,3.3395685749463655,3.2037728252709963,0.31268150132422834,0.6557822071999713,29.630876391060497,2.9325854739783366,-0.03747075192502804,0.6557822071999713,29.630876391060497,-0.03747075192502804,5.932585473978336,Sciences,Ok,Good,0.0,0.0,0.0,0.0,Duane Farrell,Caucasian,male,Mexico,38.0
1039,1039,0.2040477189158245,3.184787868738313,1.2076518754885832,3.65626336384506,3.16054347301202,1.4659041245601043,2.025752362491457,31.630538322012683,2.587872890534987,-0.4391920701882657,2.025752362491457,31.630538322012683,-0.4391920701882657,5.587872890534987,Quantitative,Ok,Good,0.0,2.0,0.0,1.0,Bill Buchanan,Caucasian,male,Australia,21.0
1040,1040,-1.6053300255587308,2.150431907082545,0.33642147139155104,-0.8267545188213736,1.2282985469536651,-6.903076661745197,2.754114764868983,64.46760556386428,0.0,-3.02773288815035,2.754114764868983,64.46760556386428,-3.02773288815035,3.0,Quantitative,Ok,Good,0.0,0.0,1.0,1.0,Marshall Lowe,Caucasian,male,Australia,28.0
1041,1041,-0.19591162721671326,3.074232796792645,2.485450026326662,5.403908898707062,3.388076338789737,0.1671194536889758,1.1778140096987593,45.41115583314931,1.3795673640647212,-1.3155440978771598,1.1778140096987593,45.41115583314931,-1.3155440978771598,4.379567364064721,Engineering,Ok,Good,0.0,0.0,1.0,0.0,Gregory Hodgkin,Caucasian,male,Canada,24.0
1042,1042,-0.2548164293706941,1.944509033511325,0.9075879775651129,3.2813796292328834,2.0084515030130907,-2.809756630632333,1.4402995107023329,53.59615005540595,0.5136555532825438,-2.472939127199889,1.4402995107023329,53.59615005540595,-2.472939127199889,3.513655553282544,Quantitative,None,Good,0.0,0.0,1.0,0.0,John Barnhill,Caucasian,male,Canada,22.0
1043,1043,0.3357066593481769,2.6362251992230767,3.978407803096623,1.1733126334068014,2.136261125923468,-2.4681280404596744,0.42025487358702174,59.52162662264647,0.6212377344735565,-2.5030362635961247,0.42025487358702174,59.52162662264647,-2.5030362635961247,3.621237734473557,Engineering,None,Bad,0.0,0.0,0.0,0.0,Brian Sisk,Caucasian,male,United States,22.0
1044,1044,-1.5559001825751604,2.4435098238943174,1.395299611407618,2.1394437058884757,2.3138686153353403,-4.614835075714646,2.9358020239582663,33.308577845169395,2.187536016472557,-0.8920495675098044,2.9358020239582663,33.308577845169395,-0.8920495675098044,5.187536016472556,Sciences,Ok,Bad,0.0,0.0,1.0,1.0,Robert Sanville,Caucasian,male,Australia,24.0
1045,1045,0.0021139881371899263,2.579492290619696,2.016163492337029,1.722745671884654,2.434912139458912,-0.961516175281642,2.2411264784313842,27.123228201167997,2.0867975366058222,-0.4710122583488384,2.2411264784313842,27.123228201167997,-0.4710122583488384,5.086797536605823,Engineering,None,Good,1.0,0.0,0.0,0.0,Frank Sosa,Caucasian,male,Canada,23.0
1046,1046,-0.3241112373128749,3.2536191668116445,2.980444095964005,4.171449483930087,3.794369056907467,1.4942602025962848,2.0833437736868645,10.415338448332736,4.052480371791818,0.9827594636493038,2.0833437736868645,10.415338448332736,0.9827594636493038,7.052480371791817,Quantitative,Ok,Good,0.0,2.0,0.0,0.0,Vernon Price,Caucasian,male,Australia,24.0
1047,1047,-0.6214628217646939,2.41261319881972,1.2189643068195777,1.2379703367563146,1.8188196493493325,-3.962862644652564,2.1024782299705387,-23.225555957737303,6.2293919805948414,2.777592576080121,2.1024782299705387,-23.225555957737303,2.777592576080121,9.22939198059484,Engineering,Ok,Good,0.0,0.0,1.0,0.0,Todd Worrell,Caucasian,male,India,26.0
1048,1048,-0.032036075908267264,2.530269130904015,1.4190899382241962,7.245715758334884,2.8841270515981092,-0.8814494230492846,0.0,-9.827334010311633,6.116322726026692,2.588846996637553,0.0,-9.827334010311633,2.588846996637553,9.116322726026693,Engineering,Ok,Bad,0.0,0.0,0.0,0.0,Leland Finley,Caucasian,male,India,23.0
1049,1049,-1.1121212790011192,2.3990350485906182,1.3422908573029393,0.5852612030537752,1.986621227766163,-4.201347525835682,0.04012380851321229,15.026756672298806,3.5715206601658664,0.3603727731160893,0.04012380851321229,15.026756672298806,0.3603727731160893,6.571520660165866,Engineering,Ok,Good,0.0,0.0,1.0,1.0,Roy Birch,Caucasian,male,United States,28.0
1050,1050,-0.2596587139619251,2.474481694327344,1.8183641064884375,1.7474494437646677,2.133368735429644,-2.6132359994195475,3.20822858180072,59.47261257658887,0.02093275174079645,-2.360888077918913,3.20822858180072,59.47261257658887,-2.360888077918913,3.0209327517407965,Engineering,None,Good,0.0,0.0,0.0,0.0,Jeffrey Milliren,Caucasian,male,Mexico,24.0
1051,1051,0.14346167336178972,3.1526997200079685,1.3584061183790306,3.0720436775195505,2.321252052508897,-1.529969789946548,2.6613122947060184,27.71535030983611,2.7109809128532323,-0.06490673546803061,2.6613122947060184,27.71535030983611,-0.06490673546803061,5.710980912853232,Quantitative,None,Good,1.0,0.0,0.0,0.0,Pierre Spearman,Caucasian,male,Australia,23.0
1052,1052,-0.6083354626919019,2.6829616696476783,-0.038836563171940515,4.259075402521667,2.3368739600295028,-2.540514326056569,1.2383580529867355,21.179461033874144,3.8670897039860885,0.3952375156133946,1.2383580529867355,21.179461033874144,0.3952375156133946,6.867089703986089,Engineering,None,Good,0.0,0.0,0.0,0.0,William Michael,Caucasian,male,Australia,29.0
1053,1053,0.059401292210724585,1.8611488636283342,2.4698980867986133,1.6768160676322401,1.2076348138767279,-5.1548923198994485,4.282035171268014,6.480709800382988,4.188735186643221,0.9497701049428052,4.282035171268014,6.480709800382988,0.9497701049428052,7.188735186643221,Engineering,None,Good,0.0,0.0,1.0,1.0,Barry Smith,Caucasian,male,United States,23.0
1054,1054,-0.4631799172773368,3.822943707251466,2.538659427718527,2.835497286661349,3.845535025389751,1.927655459750216,1.7255699202339994,-2.0845701852644005,5.492598666760073,2.0375319197579755,1.7255699202339994,-2.0845701852644005,2.0375319197579755,8.492598666760072,Engineering,Ok,Good,0.0,2.0,1.0,0.0,Rodney Mosley,Caucasian,male,Canada,29.0
1055,1055,-0.09761721083374228,2.9224841128027315,1.9683714953882248,1.8748823562602128,2.4996989810243835,-1.2474384029228298,2.5402515205311067,30.849726253070425,2.8881977134281613,-0.26885266464964863,2.5402515205311067,30.849726253070425,-0.26885266464964863,5.888197713428161,Engineering,Ok,Good,0.0,0.0,0.0,0.0,Joshua Pearson,Caucasian,male,India,21.0
1056,1056,-0.6359806565946365,2.1038408409848564,2.0333234847011656,2.5313675625862224,1.512914109119763,-6.011911156884911,3.292894712635732,1.7717692477658495,4.610022880891576,1.216254667452415,3.292894712635732,1.7717692477658495,1.216254667452415,7.610022880891575,Engineering,Ok,Bad,1.0,0.0,1.0,1.0,Jeffrey Martin,Caucasian,male,Canada,25.0
1057,1057,-0.7088743022207713,2.6498614652542503,2.9559645209692484,1.9724428340585718,3.340541570558788,0.03139478025885014,1.117273024308353,23.717403022713285,3.1833083230451567,0.43835269104471264,1.117273024308353,23.717403022713285,0.43835269104471264,6.183308323045157,Engineering,Very Good,Good,0.0,2.0,0.0,0.0,Jeffery Cisco,Caucasian,male,China,24.0
1058,1058,-0.9712339037111466,3.4996490392192485,1.5022962108172973,2.8272448315727696,2.4877136844486225,-3.7126804881060553,3.5023574669912785,47.881399673563344,1.3361365252545243,-1.584769615627658,3.5023574669912785,47.881399673563344,-1.584769615627658,4.336136525254524,Quantitative,Ok,Good,0.0,0.0,1.0,0.0,Larry Timms,Caucasian,male,United States,23.0
1059,1059,0.13200898725096666,3.1971834754502737,2.83778613146096,4.411701581840664,3.3791521086888587,0.9854935467915802,3.200967306081155,-5.627854360796371,5.6942528280817415,2.4933673241515537,3.200967306081155,-5.627854360796371,2.4933673241515537,8.69425282808174,Quantitative,None,Good,0.0,0.0,0.0,0.0,Victor Shepherd,Caucasian,male,Canada,22.0
1060,1060,-0.6899280571218318,2.7677167752937724,1.150025672848856,4.630611512667048,2.774350238982545,-1.991046422158968,2.6291065964420355,5.249007289691601,4.463374334659127,1.1951431617572694,2.6291065964420355,5.249007289691601,1.1951431617572694,7.463374334659128,Quantitative,None,Good,0.0,0.0,0.0,0.0,Frank Benward,Caucasian,male,India,33.0
1061,1061,1.693807784253479,3.7623741057255176,2.3254526798986546,7.851588443536147,4.516157975588694,7.255096666896452,2.480372124261101,21.960061701337985,3.5306845631359174,0.5661948087953422,2.480372124261101,21.960061701337985,0.5661948087953422,6.530684563135918,Engineering,Ok,Good,1.0,0.0,0.0,0.0,Michael Mcafee,Caucasian,male,Canada,23.0
1062,1062,-0.06321298173305398,3.970284522321464,1.810098035284012,6.646018728577051,3.9246064058050494,1.7902085481057373,2.6042016080193826,76.54391646492,0.0,-3.747041397814472,2.6042016080193826,76.54391646492,-3.747041397814472,3.0,Engineering,Very Good,Good,1.0,2.0,0.0,0.0,Anthony Callahan,Caucasian,male,United States,22.0
1063,1063,-0.8850316739695478,3.0528187511565554,2.1264665530269005,0.19331818626259836,2.182742014475925,-3.797376550582438,3.4749443302188983,-18.780288655558454,6.931752442806038,3.326206761716013,3.4749443302188983,-18.780288655558454,3.326206761716013,9.931752442806038,Engineering,Ok,Good,0.0,0.0,1.0,0.0,Christopher Bales,Caucasian,male,India,22.0
1064,1064,0.8314924391937346,3.4946822201124124,2.5510714843785487,4.3554989280379885,3.5619940343228365,3.0454571971524755,0.0,-2.3775843670462784,5.835032417310625,2.3097591454964017,0.0,-2.3775843670462784,2.3097591454964017,8.835032417310625,Quantitative,Ok,Bad,0.0,2.0,0.0,0.0,Earnest Robison,Caucasian,male,China,34.0
1065,1065,-0.4317244861804182,2.6868580373622635,1.8701105214565197,5.094230939533492,2.930527839190133,-1.4076146515828458,0.9288083993800162,47.23514024456949,1.2022974571923706,-1.4083396966363286,0.9288083993800162,47.23514024456949,-1.4083396966363286,4.202297457192371,Engineering,Ok,Good,0.0,0.0,0.0,0.0,Manuel Williams,Caucasian,male,Australia,21.0
1066,1066,-2.36112282170971,2.4742861278754122,0.14168917149519267,-2.553149207173207,0.8844423832656427,-9.15962046848936,2.46900970629398,34.22369251846543,2.049116860067996,-0.7791107754001062,2.46900970629398,34.22369251846543,-0.7791107754001062,5.049116860067995,Quantitative,Ok,Bad,0.0,0.0,1.0,1.0,John Kavanagh,Caucasian,male,Mexico,24.0
1067,1067,0.5556995166645418,3.089641453252004,0.7421341219298543,6.150186364539013,2.5869467656380842,-0.5160961651744435,0.467437989595862,38.69017752689531,2.2785520984573053,-0.8526416719091929,0.467437989595862,38.69017752689531,-0.8526416719091929,5.278552098457305,Engineering,Ok,Bad,0.0,0.0,0.0,0.0,Brandon Hardin,Caucasian,male,Mexico,26.0
1068,1068,0.6941286464917902,2.4887108119705035,1.7184779393165346,5.814754404612413,3.03166427240362,1.4685103437722704,1.0073435983711754,0.9326473966831871,4.989568281913922,1.819386795142348,1.0073435983711754,0.9326473966831871,1.819386795142348,7.989568281913923,Engineering,Ok,Good,0.0,2.0,0.0,0.0,Charles Torres,Caucasian,male,China,33.0
1069,1069,0.2962063290911794,3.694686537056052,1.109601837977686,5.713508868442966,3.4528049339212044,1.8252932564174,1.5520624890242696,25.020063396978436,3.1023695940457583,-0.20579112271094094,1.5520624890242696,25.020063396978436,-0.20579112271094094,6.102369594045758,Engineering,None,Good,0.0,2.0,0.0,1.0,Charles Hunn,Caucasian,male,Mexico,24.0
1070,1070,0.6464347907387962,2.1129543692940125,2.586107603854308,5.131002267340955,2.9043487655622364,0.5881545949216286,1.4834195422429612,39.13767651978771,1.9693216948310024,-0.549229520950075,1.4834195422429612,39.13767651978771,-0.549229520950075,4.9693216948310015,Engineering,Ok,Bad,0.0,0.0,0.0,0.0,David Beachum,Caucasian,male,United States,27.0
1071,1071,0.08147905888888114,2.9608943837672674,2.1902263118815024,4.529257384135609,3.743223581796488,2.5758179380378423,1.8370218300879368,59.02565324002435,0.045654172393602366,-2.572607233140229,1.8370218300879368,59.02565324002435,-2.572607233140229,3.0456541723936024,Engineering,Very Good,Good,0.0,2.0,0.0,0.0,William Jones,Caucasian,male,United States,27.0
1072,1072,1.157666725200709,2.3880890409192883,2.946498291021209,-0.28956880314115097,1.4730472660973877,-1.8301367594589169,3.1579643880294954,-15.053165633846321,6.200331150895772,2.6698342508875226,3.1579643880294954,-15.053165633846321,2.6698342508875226,9.200331150895773,Quantitative,None,Good,0.0,0.0,0.0,0.0,Jim Hodges,Caucasian,male,China,26.0
1073,1073,-0.9372020540774224,2.6169463485987143,1.4896276725550741,2.5583408825817164,1.8877232798962964,-5.275261182505401,1.183558699948342,-33.1178308904413,7.790837096306538,4.088657823509303,1.183558699948342,-33.1178308904413,4.088657823509303,10.790837096306536,Engineering,None,Good,0.0,0.0,1.0,1.0,Jeffery Lawrence,Caucasian,male,India,26.0
1074,1074,0.09893724510893266,3.6555031146053,1.0112981391966454,10.016005214707599,4.514804192329391,3.913412473014684,3.1298472533645136,41.848687836174214,1.4061684169600392,-1.4735518155334488,3.1298472533645136,41.848687836174214,-1.4735518155334488,4.406168416960039,Engineering,None,Bad,1.0,2.0,0.0,0.0,Robert Barnes,Caucasian,male,China,26.0
1075,1075,-0.09188020863149984,2.821054221593473,3.044707607561784,0.3699302704191108,2.640922014601109,-0.6739123653010017,1.9243491679029785,18.10926446954807,3.2289293599117563,0.4619425845764173,1.9243491679029785,18.10926446954807,0.4619425845764173,6.2289293599117554,Quantitative,None,Good,0.0,0.0,0.0,0.0,Stuart Wohner,Caucasian,male,China,26.0
1076,1076,0.617839173968784,3.2633744575404484,2.06055138413654,3.1363310847142336,3.1955869536255315,2.0638720240673525,3.611897869944507,53.00550648253647,0.015675124594523467,-2.567483340825853,3.611897869944507,53.00550648253647,-2.567483340825853,3.0156751245945235,Quantitative,None,Good,0.0,2.0,0.0,0.0,Ernesto Krock,Caucasian,male,Canada,30.0
1077,1077,1.11421306267093,3.4556150133539982,1.4195240523719266,9.613389494678456,3.7291467659647255,3.1356242655164888,3.1421614205881867,-1.0264346404893914,5.093402108218441,1.7960642240077878,3.1421614205881867,-1.0264346404893914,1.7960642240077878,8.093402108218442,Engineering,Very Good,Good,1.0,2.0,0.0,0.0,Andrew Beasley,Caucasian,male,India,26.0
1078,1078,-1.015368404977271,2.904732059916228,0.7597328952691127,2.1233411744940023,2.4225404135230475,-2.9748086666262985,0.5980363734639438,-14.07811357915949,5.9960012259598185,2.95047843555005,0.5980363734639438,-14.07811357915949,2.95047843555005,8.996001225959821,Engineering,None,Bad,0.0,0.0,1.0,0.0,Jack Conn,Caucasian,male,Australia,25.0
1079,1079,0.08325141349233604,2.9505094623535086,0.7665991061286099,4.96578520580972,3.0872006009691386,0.8390525908167901,1.9081112797511663,59.567445211047676,0.18494311503761152,-2.6389894896495862,1.9081112797511663,59.567445211047676,-2.6389894896495862,3.1849431150376115,Humanities,Ok,Bad,0.0,0.0,0.0,0.0,Ronald Rickman,Caucasian,male,Australia,31.0
1080,1080,0.2241100268895108,3.1656348935988508,0.7350969323092742,4.331578309777383,2.630457903024776,-0.4143555628046381,2.287830310870816,18.9723271615823,3.937174850604884,0.5094995714362356,2.287830310870816,18.9723271615823,0.5094995714362356,6.937174850604883,Quantitative,Very Good,Good,0.0,0.0,0.0,0.0,Paul Randles,Caucasian,male,Mexico,27.0
1081,1081,-0.021310309999373483,2.9143230976883183,2.448066327204418,3.5538201254807764,2.68006321892274,-1.4590549084662463,0.7698737705192507,12.362357328250956,3.0577096562839317,0.4284022752112099,0.7698737705192507,12.362357328250956,0.4284022752112099,6.057709656283933,Engineering,Very Good,Bad,0.0,0.0,0.0,0.0,Raymond Robinson,Caucasian,male,India,25.0
1082,1082,-1.3531124990362051,2.945040825379518,2.7038418117052214,-3.5754422296289023,1.882642374058942,-4.621054580199735,2.6333124670769714,12.470547863647376,2.9715746698925734,0.4221085547621187,2.6333124670769714,12.470547863647376,0.4221085547621187,5.971574669892572,Sciences,Ok,Bad,0.0,0.0,1.0,1.0,Frank Thielen,Caucasian,male,China,24.0
1083,1083,1.0258606719111738,3.9717497464859615,2.0670378040183643,7.71778116812202,4.994894047617012,7.680394684369465,1.0409959517714382,36.94484942163119,1.7991021837446957,-0.9814622806441516,1.0409959517714382,36.94484942163119,-0.9814622806441516,4.799102183744695,Quantitative,Ok,Good,1.0,2.0,0.0,0.0,Harvey Wilson,Caucasian,male,Mexico,28.0
1084,1084,1.5212929358467042,3.080502783444277,2.765813054938353,5.1912830032552,3.0815856981743432,2.779161990480796,2.411221941138379,9.86371626168123,4.5490819121364625,0.8619190941317922,2.411221941138379,9.86371626168123,0.8619190941317922,7.5490819121364625,Quantitative,Very Good,Good,1.0,2.0,1.0,0.0,Brian Harper,Caucasian,male,United States,27.0
1085,1085,-0.8307111298006226,3.1489066846043468,2.9292478964509066,1.309488286200438,3.0966840744112307,-1.0974794351149586,0.809898926570362,13.3330537975827,4.750208397251559,1.4386733959372189,0.809898926570362,13.3330537975827,1.4386733959372189,7.7502083972515585,Engineering,Ok,Bad,0.0,1.0,0.0,0.0,Steven Johnson,Caucasian,male,China,25.0
1086,1086,-0.3884415566299945,2.0894102460038657,0.7550348087802368,1.8380530934486368,1.5016721287150692,-4.390210444700596,2.4037261282909683,5.1580643677301765,4.580051098317345,1.1610132934893562,2.4037261282909683,5.1580643677301765,1.1610132934893562,7.580051098317345,Engineering,Ok,Good,0.0,0.0,1.0,1.0,Rob Zink,Caucasian,male,China,23.0
1087,1087,0.36920502062709704,3.283892010939697,1.1107696390879298,2.8183511736980917,2.348842997766453,-1.00082230264329,1.7222034181868366,52.925624495467844,0.6547613961293388,-1.9205601255320084,1.7222034181868366,52.925624495467844,-1.9205601255320084,3.654761396129339,Quantitative,Ok,Bad,0.0,0.0,0.0,0.0,Arturo Mills,Caucasian,male,Mexico,27.0
1088,1088,-0.3185088541434539,2.9546038769187923,1.914585609997907,5.768102235588643,3.635101512838949,1.0369383780693358,1.0299251024866525,-1.4316831682531619,5.323544096714725,1.9125783320646976,1.0299251024866525,-1.4316831682531619,1.9125783320646976,8.323544096714725,Humanities,Ok,Good,0.0,0.0,0.0,0.0,Robert Brank,Caucasian,male,United States,29.0
1089,1089,-0.0347188816073688,2.332511286500929,0.9757691346239671,1.538588522851366,1.1043607856974804,-5.142966759116915,1.3610337949099691,43.45114134208863,1.669391140021799,-1.1288369979969166,1.3610337949099691,43.45114134208863,-1.1288369979969166,4.669391140021799,Quantitative,Ok,Good,0.0,0.0,1.0,1.0,Lloyd Porat,Caucasian,male,United States,29.0
1090,1090,0.3553705164984597,2.8859745892635065,2.569619568629243,2.5101495658186392,2.823019748251348,0.3403708114436328,2.224274489939353,16.298756447087474,4.313965163475584,0.9805937522571704,2.224274489939353,16.298756447087474,0.9805937522571704,7.313965163475584,Sciences,Very Good,Good,0.0,2.0,0.0,0.0,Christopher Yeend,Caucasian,male,Canada,26.0
1091,1091,0.15320106665879546,2.769430896266237,3.307700160133037,4.7034293495177995,3.3213058664544763,0.7096294154831729,3.249197724253822,24.548586366828623,2.9496893670839577,-0.07561313259283264,3.249197724253822,24.548586366828623,-0.07561313259283264,5.949689367083957,Engineering,Ok,Good,0.0,0.0,0.0,0.0,James Sloan,Caucasian,male,Mexico,28.0
1092,1092,-0.06737407729572857,3.4570146539780686,1.88229652001002,2.924139973363065,3.3126495320682743,1.1061872879457826,1.365225725955468,40.520673562874414,2.272219023810936,-0.5787335807908257,1.365225725955468,40.520673562874414,-0.5787335807908257,5.272219023810934,Quantitative,Very Good,Good,0.0,0.0,1.0,0.0,Charles Little,Caucasian,male,United States,30.0
1093,1093,0.018937886646157826,2.442877330188973,-0.06720008273623446,5.474611222515211,1.9021034470899356,-3.0375544641058765,4.845922721959557,14.439320151349206,3.680960031159668,0.2407006819552027,4.845922721959557,14.439320151349206,0.2407006819552027,6.680960031159668,Engineering,None,Bad,0.0,0.0,1.0,0.0,Russell Lounsbury,Caucasian,male,China,28.0
1094,1094,-0.4110928093663886,3.7415631354822887,2.9465113904551408,2.3719915299659045,4.077032508177261,2.9260084455356083,2.1851373519094577,29.72133755069329,3.1001379638722413,-0.2280701589664525,2.1851373519094577,29.72133755069329,-0.2280701589664525,6.100137963872241,Engineering,Very Good,Good,1.0,2.0,0.0,0.0,Edmond Hayek,Caucasian,male,China,29.0
1095,1095,0.0791364844445117,2.972328747364593,2.421700798098539,3.6096364003407584,2.900768413627202,-0.2268271586861832,0.0,3.501685925713005,3.807389533364435,1.0221906203419269,0.0,3.501685925713005,1.0221906203419269,6.807389533364434,Humanities,None,Good,0.0,0.0,0.0,0.0,Roy Lloyd,Caucasian,male,Canada,24.0
1096,1096,0.05524268544900403,2.9461089107106035,1.5127037359026398,2.1577285745241603,2.138130900303557,-2.1813395323703766,3.0481373412482102,58.45049284122477,0.2545245661833291,-2.6129491772396323,3.0481373412482102,58.45049284122477,-2.6129491772396323,3.2545245661833286,Sciences,Very Good,Good,0.0,0.0,0.0,0.0,Shelton Rice,Caucasian,male,Mexico,23.0
1097,1097,0.5956979044608388,2.289940054830525,2.747921089946065,2.7025304462894897,2.6419461508808757,0.3184470459511826,1.1620224894895914,34.95623878818544,2.4703682910185245,-0.603868433872193,1.1620224894895914,34.95623878818544,-0.603868433872193,5.4703682910185245,Quantitative,Very Good,Good,0.0,0.0,0.0,0.0,Todd Allen,Caucasian,male,Canada,31.0
1098,1098,-0.8812698658169068,3.2587984481207606,1.6836652081238963,4.1400678206509784,2.545965271824505,-3.4417067298754938,0.8500586254582321,47.95540064376444,0.8789721190037469,-1.4747318342951854,0.8500586254582321,47.95540064376444,-1.4747318342951854,3.878972119003747,Engineering,Ok,Bad,0.0,0.0,1.0,0.0,Henry Roberts,Caucasian,male,India,24.0
1099,1099,0.7896901262785241,2.922472621075736,2.0020643852313147,6.051006875683353,3.57934492948322,3.1342991048839597,2.2930125517216497,42.77264968531671,0.8393342161901423,-1.7275128681135317,2.2930125517216497,42.77264968531671,-1.7275128681135317,3.8393342161901423,Quantitative,Very Good,Good,1.0,2.0,0.0,0.0,Guy Franke,Caucasian,male,India,30.0
1100,1100,0.091645857578599,3.3878424506997096,3.208101176791432,7.331208058907635,3.492455003794797,-0.2898103287080878,2.3162468839308565,19.970031334775566,3.4650437789329622,0.41506048594015615,2.3162468839308565,19.970031334775566,0.41506048594015615,6.465043778932962,Engineering,None,Good,0.0,0.0,0.0,0.0,Brett Klitz,Caucasian,male,Canada,27.0
1101,1101,-0.5201840796940921,3.0592757409573537,4.00736827905421,3.5657625265125423,3.558244243112198,-0.08367315794236417,1.907901122941443,45.180373302556724,1.3126084024976017,-1.5886628370871083,1.907901122941443,45.180373302556724,-1.5886628370871083,4.3126084024976015,Humanities,None,Bad,0.0,0.0,0.0,1.0,Burton Wirkkala,Caucasian,male,Mexico,34.0
1102,1102,-1.2971212346081649,3.1809268901016616,0.5242831483057409,0.8202728713940002,2.760960690800303,-1.634296587400279,4.072876489874217,16.139228332285803,4.049771815992868,0.9536988229103218,4.072876489874217,16.139228332285803,0.9536988229103218,7.049771815992867,Humanities,None,Good,0.0,0.0,0.0,0.0,Matthew Farmer,Caucasian,male,China,22.0
1103,1103,0.034955256210967234,3.1906745576885864,1.7064338607893244,5.768298917114876,3.3105618508625816,0.6945716682121429,1.053494688428214,13.913849084337942,3.7513447620775886,0.5929617366346619,1.053494688428214,13.913849084337942,0.5929617366346619,6.751344762077588,Sciences,Ok,Bad,0.0,0.0,0.0,0.0,Dean Good,Caucasian,male,Mexico,22.0
1104,1104,-0.19378036232402096,2.7865810175772285,1.2993221012092846,2.7492357190898455,2.8397944774177577,0.1429319642956161,2.631400350569224,-7.972674437207452,5.576419484960433,2.2117808436592497,2.631400350569224,-7.972674437207452,2.2117808436592497,8.576419484960434,Quantitative,Very Good,Good,0.0,0.0,0.0,0.0,Frederick Gutierrez,Caucasian,male,Mexico,40.0
1105,1105,0.33759738083801416,3.568564897324378,2.015383761496264,5.4390743029379545,3.9812633379395224,3.5094186060907697,1.8702583989440016,1.2382379976445248,4.8272216707237545,1.5638355166124214,1.8702583989440016,1.2382379976445248,1.5638355166124214,7.8272216707237545,Engineering,Ok,Good,0.0,2.0,0.0,0.0,Charles Montoro,Caucasian,male,Australia,30.0
1106,1106,-0.7280214025041422,2.8777380053894617,0.4883676762030402,2.648028717780885,2.224097630378074,-3.0244993996700473,2.3489657017669034,54.930942870895784,0.3674148853320087,-2.605176807347699,2.3489657017669034,54.930942870895784,-2.605176807347699,3.3674148853320087,Engineering,None,Good,0.0,0.0,1.0,0.0,Rene Benavides,Caucasian,male,China,25.0
1107,1107,0.20187489811062814,2.9628292368120133,1.4506898957517032,6.206113325311216,3.393832367013732,1.4628211676472729,2.4975964668375568,47.106714516636096,0.8473141980734948,-2.0709653306147837,2.4975964668375568,47.106714516636096,-2.0709653306147837,3.847314198073495,Quantitative,None,Good,0.0,2.0,1.0,0.0,George Averill,Caucasian,male,India,28.0
1108,1108,-1.0603269450106665,2.1835591149731357,-0.23797451092104985,1.6388023622444106,1.6343479390780418,-4.749919764156597,3.338484471172245,47.1140552671151,0.7800323668030318,-2.026993937226692,3.338484471172245,47.1140552671151,-2.026993937226692,3.780032366803032,Engineering,None,Bad,0.0,0.0,1.0,1.0,Gary Sinclair,Caucasian,male,Mexico,25.0
1109,1109,0.21793529084643407,2.6251574012370886,1.3377378831579203,5.726264519730883,2.3079873869943635,-2.152852817146892,2.1139938288872187,34.31490625431752,2.0395612326895973,-1.1065479908060891,2.1139938288872187,34.31490625431752,-1.1065479908060891,5.039561232689596,Quantitative,Ok,Bad,0.0,0.0,0.0,1.0,Troy Gent,Caucasian,male,Canada,22.0
1110,1110,0.020479915456343856,2.971258215349227,1.6562969076261425,5.1259269311674025,3.516453271447773,1.9797086789045084,1.1408253506898478,12.042773311926336,4.0486025186948655,0.9037024012827262,1.1408253506898478,12.042773311926336,0.9037024012827262,7.0486025186948655,Engineering,Ok,Good,0.0,2.0,0.0,0.0,Oliver Stramel,Caucasian,male,Australia,26.0
1111,1111,-0.2294209386938961,2.756963427415937,2.5102580064695648,1.859403187676981,2.683749720789643,-1.2222898320058964,1.5463692016169135,53.73750676250178,0.6859286106722222,-1.9237624794748518,1.5463692016169135,53.73750676250178,-1.9237624794748518,3.6859286106722218,Quantitative,None,Good,0.0,0.0,0.0,0.0,David Acevedo,Caucasian,male,Canada,40.0
1112,1112,-0.03066627729764348,2.4166627077435923,1.976325956674453,2.545292419002313,2.4881992278907146,-1.036127598736501,0.5296752309897494,4.0397697923774425,4.4129598282301865,1.3871864662313602,0.5296752309897494,4.0397697923774425,1.3871864662313602,7.4129598282301865,Quantitative,Ok,Bad,0.0,0.0,0.0,0.0,Michael Littleton,Caucasian,male,Mexico,21.0
1113,1113,-1.0692772093456462,4.092320818130704,1.730077609509986,3.305637357702182,3.455965672928645,-0.9226139017099928,4.7198553865059365,50.70990412709282,0.992950231599956,-2.1867004532804217,4.7198553865059365,50.70990412709282,-2.1867004532804217,3.992950231599956,Engineering,None,Good,0.0,0.0,0.0,0.0,Mark Murphy,Caucasian,male,Australia,24.0
