,Names,GPA,Avg Commute Time,Cultural Fit,Technical Aptitude,Soft Skills,Employee Referral,Years of Experience,Leadership Capability,Race,Sex,Age,Birth Origin,Education,Undergraduate Degree,Educational Prestige,Sports,Criminal Record,Arrest Records,LinkedIn Score,Responsible Social Media Use,HireVue Score,scores
87,Marvin Melendez,1.034012229838699,0.18387497545136872,1.2,1.0,0.8,0.0,2.0,0.040338263066849005,3,0,26.0,United States,0.7,Quantitative,0.9,NCAA/Professional,-0.0,-0.0,0.0,0.5,1.5,3.583874975451369
493,Flora Dotson,0.7753590460660956,0.46460784315131803,0.0,1.0,0.0,0.0,3.0,0.17284273131702887,0,1,33.0,United States,0.7,Sciences,0.6,None,-0.0,-0.0,0.0,0.5,1.5,3.564607843151318
131,Denise Monroe,0.7212391154687094,0.46002844202491916,0.6,1.0,0.0,0.0,3.0,0.054898757550349814,0,1,25.0,United States,0.7,Quantitative,0.6,NCAA/Professional,-0.0,-0.0,0.2,0.5,1.5,3.5600284420249193
97,Jonathan Scannell,0.8422883493287031,0.14601299486854885,0.0,1.0,0.8,0.0,3.0,0.4896013464147075,1,0,28.0,United States,0.7,Engineering,0.9,Club/Intramural,-0.0,-0.0,0.4,0.5,1.5,3.5460129948685486
175,Joel Jones,0.7864406289973853,0.37546056612688333,1.2,0.75,0.8,0.0,3.0,0.38432160384748065,0,0,25.0,United States,0.7,Humanities,0.9,None,-0.0,-0.0,0.4,0.5,1.5,3.5254605661268834
40,Robert Spikes,0.7933292842952412,0.37119627860329407,1.2,0.75,0.0,0.0,1.0,0.753132852032308,2,0,27.0,United States,1.4,Sciences,0.9,Club/Intramural,-0.0,-0.0,0.2,0.5,1.5,3.521196278603294
352,Kris Lewandowski,0.8684140740030427,0.37495105624369096,0.6,1.0,0.0,0.0,6.0,0.4576723593705702,0,0,28.0,United States,0.7,Engineering,0.6,None,-0.0,-0.0,0.0,0.5,1.5,3.474951056243691
98,Jerry Kuntz,0.7437041583004138,0.36921507644334384,1.2,1.0,0.0,0.0,3.0,0.5661455903698875,0,0,25.0,United States,1.4,Humanities,0.6,None,-0.0,-0.0,0.0,0.5,1.5,3.469215076443344
139,Soraya Levy,0.9166939290014187,0.3686151212295772,0.0,1.0,0.0,0.0,1.0,0.27773125261253007,0,1,21.0,United States,0.7,Quantitative,0.6,None,-0.0,-0.0,0.0,0.5,1.5,3.4686151212295773
380,Betty Lathan,0.6937517593792963,0.06839375743770659,0.6,1.0,0.0,0.0,3.0,0.6003388973674733,0,1,37.0,United States,1.4,Quantitative,0.9,Club/Intramural,-0.0,-0.0,0.0,0.5,1.5,3.4683937574377066
346,Marilyn Plienis,0.8877064712337949,0.36213141068614163,1.2,1.0,0.0,0.0,4.0,0.38405472421677245,2,1,28.0,United States,0.7,Humanities,0.6,Club/Intramural,-0.0,-0.0,0.0,0.5,1.5,3.462131410686142
5,Dana Dennis,0.7551366536423785,0.3400318157894338,0.0,1.0,0.0,0.0,4.0,0.28493498388247107,0,1,25.0,United States,0.7,Engineering,0.6,None,-0.0,-0.0,0.0,0.5,1.5,3.440031815789434
449,Christopher Crawley,0.6278380378778012,0.2931012070506823,0.6,1.0,0.0,0.0,5.0,0.2241892297888259,0,0,23.0,United States,0.7,Quantitative,0.6,None,-0.0,-0.0,0.4,0.5,1.5,3.3931012070506825
274,Lois Baker,0.8892126303286941,0.23700899505081008,1.2,0.75,0.0,0.0,5.0,0.46990270702407405,0,1,28.0,United States,0.7,Engineering,0.9,Club/Intramural,-0.0,-0.0,0.2,0.5,1.5,3.38700899505081
369,Abel Connors,0.6849333015601774,0.2780103048637576,0.0,1.0,0.0,0.0,6.0,0.6441688377147767,0,0,27.0,China,0.7,Engineering,0.6,None,-0.0,-0.0,0.4,0.5,1.5,3.3780103048637575
452,Ava Galligan,0.8689375078572898,0.2767710768502888,1.2,1.0,0.0,0.0,6.0,0.590115935443443,0,1,22.0,United States,1.4,Humanities,0.6,NCAA/Professional,-0.0,-0.0,0.2,0.5,1.5,3.376771076850289
159,Daniel Bowen,0.5664510018948645,-0.02692303539895292,0.0,1.0,0.0,0.0,5.0,0.5483679289604987,0,0,33.0,United States,0.7,Sciences,0.9,None,-0.0,-0.0,0.4,0.5,1.5,3.373076964601047
194,Flossie Reyes,0.6856802392208702,0.46714639736045493,0.6,0.5,0.0,0.9,2.0,0.354262127841509,0,1,24.0,United States,1.4,Engineering,0.9,None,-0.0,-0.0,0.0,0.5,1.5,3.3671463973604547
199,Robert Cleland,0.8533282458057583,0.21673946897530372,0.0,0.75,0.0,0.0,3.0,0.38429340978203685,0,0,22.0,United States,0.7,Sciences,0.9,None,-0.0,-0.0,0.2,0.5,1.5,3.366739468975304
182,Ruth Mantooth,0.9462941120936266,0.2665479509063248,1.2,1.0,0.8,0.0,2.0,0.43172781281027794,0,1,24.0,India,1.4,Sciences,0.6,None,-0.0,-0.0,0.2,0.5,1.5,3.366547950906325
440,Robert Lane,0.7000435818700532,0.2618050842720229,0.0,1.0,0.0,0.0,2.0,0.32559481546613755,4,0,31.0,United States,0.7,Sciences,0.6,None,-0.0,-0.0,0.0,0.5,1.5,3.361805084272023
219,Kecia Stansel,0.850749228478753,0.2525472256981718,0.6,1.0,0.0,0.0,1.0,0.5272086041748123,0,1,28.0,Canada,0.7,Quantitative,0.6,NCAA/Professional,-0.0,-0.0,0.2,0.5,1.5,3.3525472256981717
94,Richie Kelly,0.7855351950926868,0.18702439805142493,0.6,0.75,0.0,0.0,1.0,0.7914078824848249,0,0,26.0,United States,0.7,Quantitative,0.9,None,-0.0,-0.0,0.0,0.5,1.5,3.3370243980514247
127,Martin Ferris,0.835950550068402,0.2293529216888581,0.6,1.0,0.0,0.0,2.0,0.5271382388835594,0,0,26.0,United States,0.7,Sciences,0.6,Club/Intramural,-0.0,-0.0,0.4,0.5,1.5,3.329352921688858
77,Randall Smith,0.952924283837704,0.2278754181780379,0.6,1.0,0.0,0.0,5.0,0.6542649257856068,1,0,21.0,United States,0.7,Engineering,0.6,None,-0.0,-0.0,0.2,0.5,1.5,3.327875418178038
308,Shannon Sultemeier,0.7471036163796021,0.22617511515289895,0.6,1.0,0.0,0.0,4.0,0.18744713958888426,0,0,26.0,United States,0.7,Quantitative,0.6,None,-2.0,-1.0,0.2,0.5,1.5,3.326175115152899
408,Eric Tarbox,0.6912346214716273,0.45619450337149475,0.6,0.75,0.8,0.0,1.0,0.31336719408539604,2,0,25.0,United States,0.7,Quantitative,0.6,Club/Intramural,-0.0,-0.0,0.0,0.5,1.5,3.306194503371495
393,James Martin,0.9433894634085109,0.4955180831529462,0.0,1.0,0.0,0.0,3.0,0.3144895092030245,2,0,26.0,United States,0.7,Humanities,0.3,Club/Intramural,-0.0,-0.0,0.0,0.5,1.5,3.2955180831529463
310,Cecil Bailey,0.8954621833327812,0.18726519177199033,1.2,1.0,0.0,0.0,5.0,0.6169576108674185,0,0,25.0,Canada,0.7,Humanities,0.6,Club/Intramural,-0.0,-0.0,0.0,0.5,1.5,3.2872651917719904
161,William Biss,0.7263667754526997,0.4361126223564712,0.0,0.75,0.0,0.0,1.0,0.9428561916637097,0,0,21.0,Australia,0.7,Sciences,0.6,Club/Intramural,-0.0,-0.0,0.2,0.5,1.5,3.2861126223564714
280,Andre Liang,0.7724802778330888,0.3746176210732617,0.0,0.5,0.0,0.0,2.0,0.10058906761827241,0,0,25.0,United States,0.7,Humanities,0.9,None,-0.0,-0.0,0.2,0.5,1.5,3.2746176210732614
171,Nicholas Boucher,0.8366553506874362,0.16649276666261634,0.0,1.0,0.0,0.0,5.0,0.312934660481541,0,0,27.0,United States,0.7,Humanities,0.6,None,-0.0,-0.0,0.2,0.5,1.5,3.2664927666626165
47,Rodolfo Cantu,0.8802401006336176,0.41234854631985685,0.6,0.75,0.8,0.0,3.0,0.7141671683260258,0,0,28.0,United States,0.7,Engineering,0.6,Club/Intramural,-0.0,-0.0,0.4,0.5,1.5,3.262348546319857
116,Gerald Bruno,0.9084893659818047,0.4039841014352139,1.2,0.75,0.0,0.0,3.0,0.2892553211863999,3,0,23.0,United States,0.7,Engineering,0.6,Club/Intramural,-0.0,-0.0,0.2,0.5,1.5,3.253984101435214
252,Jason Grandfield,0.6685315159675755,0.12905049639334046,0.6,1.0,0.0,0.9,5.0,0.3697013431589522,1,0,24.0,United States,0.7,Engineering,0.6,None,-2.0,-1.0,0.2,0.5,1.5,3.2290504963933406
414,Glenn Heath,0.9173557919337643,0.41813447947335414,0.6,1.0,0.0,0.0,1.0,0.2010094651695239,0,0,23.0,United States,1.4,Quantitative,0.3,NCAA/Professional,-0.0,-0.0,0.0,0.5,1.5,3.218134479473354
277,Thomas Whitehead,0.9618967974888804,0.11032649587418249,1.2,1.0,0.8,0.0,4.0,0.5122179691225448,3,0,22.0,United States,0.7,Engineering,0.6,None,-0.0,-0.0,0.2,0.5,1.5,3.2103264958741824
278,Edward Gay,0.8764056834493811,0.35944898349609283,0.6,0.75,0.0,0.0,4.0,0.3201178104232709,0,0,24.0,United States,0.7,Humanities,0.6,None,-0.0,-0.0,0.2,0.5,1.5,3.209448983496093
79,Jose Newland,1.0571779118444173,0.39235261931306903,0.0,1.0,0.0,0.0,5.0,0.405074386279062,0,0,37.0,United States,0.7,Quantitative,0.3,NCAA/Professional,-0.0,-0.0,0.4,0.5,1.5,3.192352619313069
286,Patricia Jeffery,0.8298469992412877,0.3071708830846848,1.2,0.75,0.0,0.0,1.0,0.16102614225166142,0,1,30.0,United States,0.7,Humanities,0.6,None,-0.0,-0.0,0.2,0.5,1.5,3.1571708830846847
227,David Barrios,0.8563599638464066,0.2949576728425181,0.0,0.75,0.0,0.9,2.0,0.22984826239955825,2,0,31.0,United States,0.7,Quantitative,0.6,None,-0.0,-0.0,0.2,0.5,1.5,3.1449576728425184
23,Dora Smith,0.7666381187864347,0.29222106228143213,0.0,0.75,0.0,0.9,2.0,0.33518176327879956,0,1,28.0,United States,0.7,Quantitative,0.6,Club/Intramural,-0.0,-0.0,0.2,0.5,1.5,3.142221062281432
396,Joseph Ellison,0.8947634083210312,0.29217251531993216,1.2,0.75,0.0,0.0,3.0,0.1505034828468703,2,0,30.0,Mexico,0.7,Sciences,0.6,NCAA/Professional,-0.0,-0.0,0.4,0.5,1.5,3.142172515319932
24,Richard Price,0.5627783174401226,0.26960176135314146,1.2,0.75,0.0,0.9,5.0,0.4843118727444721,4,0,26.0,United States,0.7,Humanities,0.6,None,-0.0,-0.0,0.0,0.5,1.5,3.1196017613531417
367,Ernest Graves,0.7660912240308755,0.2690694816443127,1.2,0.75,0.0,0.0,5.0,0.1753319714368382,4,0,35.0,United States,0.7,Humanities,0.6,None,-0.0,-0.0,0.2,0.5,1.5,3.119069481644313
7,David Martinez,0.8533450422607166,0.2685182645616065,0.6,0.75,0.0,0.0,4.0,0.4493057272682974,0,0,25.0,United States,0.7,Quantitative,0.6,NCAA/Professional,-0.0,-0.0,0.2,0.5,1.5,3.1185182645616067
306,George Harmon,0.6355932540892923,0.4600206917819288,0.6,1.0,0.0,0.0,0.0,0.455767207970208,1,0,22.0,United States,0.7,Engineering,0.9,None,-0.0,-0.0,0.2,0.5,0.75,3.1100206917819286
50,Mercedes Harris,0.9480353588645809,0.3041445440649205,0.0,1.0,0.0,0.0,4.0,0.5780271143692899,0,1,26.0,Australia,0.7,Engineering,0.3,None,-0.0,-0.0,0.2,0.5,1.5,3.1041445440649205
176,Monique Mason,0.8254015822220107,0.4866266899893688,1.2,0.5,0.0,0.0,3.0,0.5153445076783093,0,1,22.0,Canada,0.7,Humanities,0.6,NCAA/Professional,-0.0,-0.0,0.0,0.5,1.5,3.086626689989369
223,Michael Terrell,0.7237832157081406,0.48534130892676175,1.2,0.5,0.0,0.0,2.0,0.1085325863344509,0,0,30.0,United States,1.4,Humanities,0.6,Club/Intramural,-0.0,-0.0,0.2,0.5,1.5,3.085341308926762
399,Lisa Schaffer,1.042899605774738,0.2324745077285318,1.2,0.75,0.0,0.0,3.0,0.7948675183858257,3,1,22.0,United States,0.7,Quantitative,0.6,NCAA/Professional,-0.0,-0.0,0.2,0.5,1.5,3.082474507728532
211,Jean Faber,0.6318045811409799,0.22971985398600175,0.0,0.75,0.0,0.0,0.0,0.5191566280403803,0,1,28.0,United States,0.7,Engineering,0.6,None,-0.0,-0.0,0.4,0.5,1.5,3.079719853986002
476,Clinton Spangler,0.8167531040135069,0.27902389130563826,0.6,1.0,0.0,0.0,3.0,0.2542245611138649,2,0,25.0,United States,0.7,Sciences,0.3,None,-0.0,-0.0,0.4,0.5,1.5,3.079023891305638
312,Troy Ray,0.7259323232312339,0.46742465360784863,0.0,0.5,0.0,0.0,5.0,0.26151129578285687,0,0,30.0,Mexico,0.7,Humanities,0.6,None,-0.0,-0.0,0.2,0.5,1.5,3.0674246536078487
61,Stephanie Nelson,0.7453739220949518,0.405118926375592,0.6,1.0,0.0,0.0,1.0,0.3377138135142112,0,1,31.0,United States,1.4,Sciences,0.9,None,-0.0,-0.0,0.0,0.5,0.75,3.055118926375592
28,Adrienne Mulvey,1.011170324804281,0.39970751156476964,0.0,0.25,0.0,0.0,4.0,0.12690004481896988,0,1,32.0,United States,0.7,Humanities,0.9,Club/Intramural,-0.0,-0.0,0.2,0.5,1.5,3.0497075115647694
19,Jacqueline Kennedy,0.7103757540545528,0.24673205670041176,0.6,1.0,0.0,0.0,5.0,0.6342933446311289,2,1,31.0,United States,1.4,Engineering,0.3,None,-0.0,-0.0,0.2,0.5,1.5,3.0467320567004115
235,Salvador Bowers,0.9841290468090547,0.3858896639211298,0.0,0.25,0.0,0.0,4.0,0.022134592617184312,0,0,24.0,United States,0.7,Engineering,0.9,Club/Intramural,-0.0,-0.0,0.2,0.5,1.5,3.0358896639211297
14,Jamison Thornton,0.8800613890511546,0.23233001536361728,0.0,1.0,0.0,0.9,1.0,0.36840850413619025,0,0,30.0,United States,0.7,Humanities,0.3,Club/Intramural,-0.0,-0.0,0.0,0.5,1.5,3.032330015363617
74,Christopher Barnes,0.5586162644966318,0.479502543226694,0.0,0.75,0.0,0.0,0.0,0.3664954994381526,1,0,27.0,United States,0.7,Quantitative,0.3,Club/Intramural,-0.0,-0.0,0.0,0.5,1.5,3.0295025432266938
377,Rudy Kelley,0.7442495412659632,0.42484679490083865,0.6,0.5,0.0,0.0,3.0,0.48524993419611007,2,0,25.0,United States,0.7,Quantitative,0.6,None,-0.0,-0.0,0.2,0.5,1.5,3.0248467949008386
400,John Lemay,0.6727599905405486,0.37361263894324426,0.0,0.25,0.0,0.0,5.0,0.19528134593992974,0,0,29.0,United States,0.7,Humanities,0.9,None,-0.0,-0.0,0.0,0.5,1.5,3.023612638943244
458,Ken Roy,0.9638425952309329,0.12155696717122844,0.6,0.5,0.0,0.0,4.0,0.4689176000253201,0,0,23.0,Mexico,0.7,Engineering,0.9,Club/Intramural,-0.0,-0.0,0.2,0.5,1.5,3.0215569671712283
429,Lonnie Garcia,0.8950097887785076,0.11841086039168111,1.2,0.5,0.0,0.0,0.0,0.39969344952101793,3,0,21.0,China,0.7,Sciences,0.9,None,-2.0,-1.0,0.0,0.5,1.5,3.018410860391681
41,Tim Dominguez,0.7488449900488047,0.36187224785470207,0.0,0.25,0.0,0.0,2.0,-0.05273148112088766,0,0,23.0,United States,0.7,Sciences,0.9,Club/Intramural,-0.0,-0.0,0.0,0.5,1.5,3.011872247854702
394,Benjamin Robinson,0.6885423371571789,0.21168434324356014,0.6,1.0,0.0,0.0,2.0,0.4297992075088301,0,0,26.0,United States,1.4,Humanities,0.3,None,-2.0,-0.0,0.0,0.5,1.5,3.01168434324356
11,Helen Williams,0.8091446407887941,0.4573741316511085,0.0,0.75,0.0,0.0,2.0,0.8211616103931871,1,1,33.0,United States,0.7,Engineering,0.3,None,-0.0,-0.0,0.0,0.5,1.5,3.0073741316511082
304,Jimmie Prestridge,0.7604284262646982,0.39670823960378654,1.2,0.5,0.0,0.0,1.0,1.033600044309134,0,0,22.0,United States,1.4,Quantitative,0.6,NCAA/Professional,-2.0,-1.0,0.2,0.5,1.5,2.9967082396037865
130,Harry Keller,0.6601656865889293,0.4310398764102943,0.0,0.75,0.0,0.0,5.0,0.27938890322670334,4,0,30.0,United States,0.7,Quantitative,0.3,Club/Intramural,-0.0,-0.0,0.4,0.5,1.5,2.981039876410294
80,Angela Bradford,0.704162454057975,0.4268891414854925,0.0,0.75,0.8,0.0,2.0,0.4973573243703191,0,1,23.0,China,0.7,Engineering,0.3,None,-0.0,-0.0,0.0,0.5,1.5,2.9768891414854926
329,Marcus Freeman,0.927272585871132,0.17494521748016426,0.6,1.0,0.0,0.0,0.0,0.27820397323542256,0,0,23.0,United States,0.7,Sciences,0.3,Club/Intramural,-0.0,-0.0,0.2,0.5,1.5,2.974945217480164
147,Teresa Puckett,0.8191390544520795,0.41369616545331234,0.6,0.75,0.8,0.0,2.0,0.3106261552906994,0,1,29.0,United States,0.7,Sciences,0.3,Club/Intramural,-0.0,-0.0,0.2,0.5,1.5,2.963696165453312
202,Chris Hughes,0.8595111232734783,0.29608843313961364,0.0,0.25,0.0,0.0,4.0,0.08362503714664765,0,0,26.0,United States,0.7,Engineering,0.9,None,-2.0,-0.0,0.4,0.5,1.5,2.9460884331396135
3,James Durham,0.86407214218593,0.09054716102842825,0.6,0.75,0.0,0.0,0.0,0.3400601459487393,0,0,25.0,United States,0.7,Humanities,0.6,None,-0.0,-0.0,0.4,0.5,1.5,2.9405471610284284
27,Deborah Lukes,0.5867582820857855,0.3834714391843649,1.2,0.75,0.0,0.0,4.0,0.3973312770081368,0,1,22.0,United States,1.4,Sciences,0.3,None,-0.0,-0.0,0.2,0.5,1.5,2.933471439184365
337,Lenora Mcquirk,0.9061300163074466,0.31520570015614735,0.6,0.5,0.0,0.0,2.0,0.27188231768982435,1,1,24.0,United States,1.4,Humanities,0.6,None,-2.0,-1.0,0.0,0.5,1.5,2.9152057001561476
386,Rolland Salazar,0.782272653735595,0.35266709014333586,1.2,0.75,0.0,0.0,3.0,0.2920990028362465,0,0,25.0,United States,0.7,Quantitative,0.3,Club/Intramural,-0.0,-0.0,0.2,0.5,1.5,2.9026670901433356
345,Audra Mcgalliard,0.6068799109602173,0.2992520386525671,1.2,0.5,0.0,0.0,5.0,0.08616479408056091,0,1,23.0,United States,0.7,Sciences,0.6,NCAA/Professional,-0.0,-0.0,0.0,0.5,1.5,2.899252038652567
151,Jim Kiper,0.5186391800530974,0.3389636161594246,1.2,0.75,0.0,0.0,5.0,0.7369705342601516,2,0,34.0,United States,0.7,Quantitative,0.3,None,-0.0,-0.0,0.4,0.5,1.5,2.8889636161594243
59,Ronald Turpin,0.690373608318823,0.28817909122128926,0.0,0.5,0.0,0.0,6.0,0.5285137508878366,0,0,29.0,Mexico,0.7,Humanities,0.6,None,-0.0,-0.0,0.2,0.5,1.5,2.8881790912212892
4,Bessie Hargett,0.7809508883080621,0.32950942032837793,0.0,0.75,0.0,0.0,3.0,0.45271271640684835,0,1,24.0,United States,0.7,Quantitative,0.3,Club/Intramural,-0.0,-0.0,0.4,0.5,1.5,2.879509420328378
341,Reginald Madden,0.852036434852308,0.47927738858080654,0.6,0.0,0.0,0.0,3.0,0.310996653152126,0,0,22.0,United States,0.7,Engineering,0.9,Club/Intramural,-0.0,-0.0,0.0,0.5,1.5,2.8792773885808063
447,Crystal Mckay,0.6790389610314453,0.27884671791569504,1.2,0.5,0.0,0.0,4.0,0.18505578188690894,4,1,29.0,United States,0.7,Engineering,0.6,None,-0.0,-0.0,0.0,0.5,1.5,2.878846717915695
25,Elaine Simpson,0.7174911916709127,0.32148610790697546,0.0,0.75,0.0,0.0,3.0,0.3843558860678409,3,1,24.0,United States,1.4,Humanities,0.3,Club/Intramural,-0.0,-0.0,0.2,0.5,1.5,2.8714861079069753
226,Paul Symonds,0.8320217996914426,0.46252196889737873,0.0,0.0,0.8,0.0,3.0,0.6590691786467933,0,0,24.0,United States,0.7,Quantitative,0.9,None,-0.0,-0.0,0.2,0.5,1.5,2.8625219688973784
290,James Sorge,0.7457704987714657,0.25876746087934516,0.6,0.5,0.8,0.0,3.0,0.26642728715018016,0,0,21.0,United States,0.7,Engineering,0.6,None,-0.0,-0.0,0.0,0.5,1.5,2.858767460879345
397,Willie Banks,0.6746828684986964,0.45245881803844384,0.0,0.0,0.0,0.9,5.0,0.21371705297875598,0,1,25.0,China,0.7,Sciences,0.9,None,-0.0,-0.0,0.0,0.5,1.5,2.8524588180384436
229,Kelly Hill,0.6086263429849078,0.3020343391071951,0.6,0.75,0.8,0.0,3.0,0.5095381180311835,0,1,32.0,United States,0.7,Humanities,0.3,None,-2.0,-1.0,0.4,0.5,1.5,2.852034339107195
35,William Malandruccolo,0.6493696900062844,0.0016283924524930172,1.2,0.75,0.0,0.0,4.0,0.10671910440053695,0,0,27.0,United States,1.4,Engineering,0.6,None,-2.0,-0.0,0.4,0.5,1.5,2.851628392452493
375,Lester Eurich,0.5898939944038133,0.29918989675147073,0.0,0.75,0.0,0.0,5.0,0.578097119306272,0,0,30.0,Canada,1.4,Quantitative,0.3,Club/Intramural,-0.0,-0.0,0.2,0.5,1.5,2.8491898967514704
