,GPA,Leadership Capability,Technical Aptitude,Years of Experience,Soft Skills,Job Performance,Military Tenure,Avg Commute Time,Job Tenure,Employee Referrals,HireVue Score,Cultural Fit,Education,Educational Prestige,Degree,LinkedIn Score,Responsible Social Media Use,Arrest Records,Criminal Records,Arrest Record,Criminal Record,Names,Gender,Race
60,2.5880790816263994,0.6412604591122711,1.5412513899865636,4.244611616637489,3.4807935054874646,1,1.9154026234530337,30.60413743555483,6.011501744907904,0.0,2.0,0.0,2.0,1.0,Engineering,None,Good,0.0,0.0,0.0,0.0,Leonard Czachorowski,0.0,2.0
61,3.0701557896546237,0.3555206963953021,1.1444300809749421,7.779969844387445,2.8535440872496243,1,2.629649423426856,19.785168075072818,6.680870572322899,0.0,2.0,0.0,1.0,2.0,Engineering,None,Good,0.0,0.0,0.0,0.0,Felicitas Whitenack,1.0,0.0
62,3.0485439044629854,0.6737292065813918,3.1772977420479167,4.633511942735385,3.537941965556185,2,2.1070813924825185,25.286631762809808,6.502668365567946,1.0,2.0,2.0,1.0,2.0,Engineering,Very Good,Good,0.0,0.0,0.0,0.0,Timothy Hall,0.0,2.0
63,2.7462816112735275,-0.8221152437829166,0.4504783579607654,-0.16815623740886654,1.989658707669241,-2,2.751627958118327,21.178430384103734,7.183924534399717,1.0,1.0,0.0,1.0,1.0,Sciences,None,Good,0.0,0.0,0.0,0.0,Pamela Deyoung,1.0,0.0
64,3.3639135178152193,0.09438237225002474,1.352935997762859,5.6019950394075915,3.146351580485799,0,1.4659148998638187,45.768513358350155,4.7722338484202975,0.0,0.0,0.0,1.0,1.0,Engineering,Ok,Good,1.0,0.0,1.0,0.0,Deborah Ortiz,1.0,0.0
65,1.9656033450720514,-0.5227333814625625,1.329836157050385,4.434967846956395,1.7512038512464507,-2,1.898313293422011,29.78819479062154,5.958237822650538,0.0,0.0,0.0,1.0,1.0,Sciences,None,Good,0.0,0.0,0.0,0.0,Betty Arias,1.0,2.0
66,2.643540856057027,-0.5890927047554041,1.6617257993355148,4.186831658722827,1.863046752505942,-2,1.3779215357884609,43.20605196684198,4.770842675051181,0.0,0.0,0.0,1.0,1.0,Sciences,Very Good,Good,1.0,0.0,1.0,0.0,Timothy Schroeder,1.0,0.0
67,2.83781061901507,-1.206687528241767,1.2724975728438719,1.7597278433685473,2.125797124148314,-2,1.4837934067547753,45.038318663031205,4.890200166537083,0.0,0.0,0.0,1.0,1.0,Sciences,None,Good,0.0,0.0,0.0,0.0,Glenna Shumate,1.0,0.0
68,1.8833462052580947,-0.20391735211163425,0.6094911103692224,1.6157089299915177,1.426220411645344,-2,2.480721854617594,24.776060462968985,6.902170833588345,0.0,0.0,0.0,1.0,1.0,Humanities,Ok,Bad,0.0,0.0,0.0,0.0,Sophie Ray,0.0,2.0
69,3.391829123933819,-0.31014121020238483,0.7214156265536291,-1.7988418611254096,2.5817924770672502,-2,2.851540070366287,10.171598329378423,7.624836684129793,1.0,0.0,0.0,1.0,1.0,Humanities,Ok,Good,0.0,0.0,0.0,0.0,Susan Lewis,1.0,0.0
70,3.527942073453187,1.4921175786465206,1.9396348703035995,9.406938690079176,4.396507552160219,2,2.5034676714909905,16.86868102436594,6.79644531922732,0.0,2.0,2.0,1.0,1.0,Humanities,Ok,Good,0.0,0.0,0.0,0.0,Leonard Moncrief,0.0,2.0
71,3.329534731717371,1.9648654413301125,3.2396251344691036,1.5178536381051084,3.7941710568505638,2,1.9062669443019409,32.99659216973273,5.738337853386396,1.0,2.0,2.0,1.0,1.0,Sciences,Very Good,Bad,0.0,0.0,0.0,0.0,Jorge Cropp,0.0,2.0
72,3.325131963006973,-1.6502069342102195,2.4044876653565175,5.229639083333437,2.12053304455926,-2,1.7135132164647182,41.302212948282374,5.0863269198745344,0.0,0.0,0.0,2.0,1.0,Humanities,Ok,Good,0.0,0.0,0.0,0.0,Edna Lewallen,1.0,2.0
73,3.442380817088222,-0.2537419320227446,0.4296014780582178,3.585673122099002,3.537542801308295,0,3.45102016838803,10.0,8.893770700099754,0.0,0.0,0.0,2.0,1.0,Humanities,Ok,Bad,0.0,0.0,0.0,0.0,Meghan West,1.0,0.0
74,3.3590359485180046,1.245850686015645,3.105685373817881,6.557320412094954,3.5256933926325535,2,1.58525019454473,25.510060102966158,5.596712154217514,0.0,0.0,2.0,1.0,1.0,Quantitative,Ok,Good,0.0,0.0,0.0,0.0,Keith Marashi,0.0,0.0
75,3.222498935157667,-0.0987371494675937,1.8461441666260225,6.212419906997248,2.703887591893756,0,1.2241878225880305,46.83786523969432,4.50827052952814,0.0,0.0,0.0,2.0,1.0,Humanities,Ok,Good,0.0,0.0,0.0,0.0,Elinor Williams,1.0,0.0
76,3.21817405942226,-1.0052588566541818,1.1188494638594073,2.6454897926704417,2.651478057565631,-2,1.4383500228288542,44.97398077903773,4.489272652607251,0.0,0.0,0.0,1.0,1.0,Sciences,None,Good,0.0,0.0,0.0,0.0,Kathy Hess,0.0,0.0
77,1.7386463797141252,0.9564680516073343,1.9450921788986237,10.273600156855458,2.2754348127904653,-1,1.8848634022404966,32.85527547114059,5.924842231643546,0.0,0.0,0.0,1.0,1.0,Humanities,Very Good,Good,0.0,0.0,0.0,0.0,Raymond Scott,0.0,0.0
78,2.2673525764837157,-1.5282327064648278,2.8582941010922656,0.12992088453093364,1.1777157241028826,-2,3.3232358810781975,4.648551516691633,8.636574827897917,0.0,0.0,0.0,1.0,1.0,Engineering,Ok,Good,0.0,0.0,0.0,0.0,Amber Burton,1.0,0.0
79,3.0394888918258145,-0.5355917948567003,0.7722571909760516,4.371127880584813,2.3228798055175037,-2,2.6158858803113265,22.82797546683056,7.183374569929947,0.0,0.0,0.0,1.0,3.0,Humanities,Ok,Bad,0.0,0.0,0.0,0.0,Jennifer Beck,1.0,0.0
80,3.089941211905756,0.9574313620151808,1.6598945306791586,3.1792678407499904,3.552932764665156,2,1.551938950362433,42.00637831858079,5.191282789482237,1.0,2.0,2.0,1.0,1.0,Sciences,Ok,Good,0.0,0.0,0.0,0.0,Robert Olsen,0.0,0.0
81,2.8336013324891445,0.3822555568452962,1.9269757292242016,7.134746558353539,4.216357714563596,2,1.0641283949036557,53.62781595110774,4.307688152360665,1.0,2.0,2.0,1.0,1.0,Engineering,Very Good,Bad,0.0,0.0,0.0,0.0,David Flores,0.0,0.0
82,3.1668175317421374,-0.40633092583599606,2.0242044502675887,7.416648833388731,2.3369080597722784,-2,3.4095587486374406,7.930708391197999,8.282898557632247,0.0,2.0,0.0,1.0,2.0,Sciences,Ok,Bad,0.0,0.0,0.0,0.0,Carla Rodriguez,1.0,2.0
83,3.163785552221644,-0.050192271943653985,2.3932396074032978,1.6633336675914276,3.5383253380881383,0,2.76116221913534,8.194306548558409,7.4053779963109,0.0,0.0,1.0,1.0,1.0,Humanities,Ok,Good,0.0,0.0,0.0,0.0,Carlos Franks,0.0,0.0
84,2.9706042416891947,1.0815443719111053,2.6750746662022316,9.430404649624684,3.3239854275783665,2,1.9138454750806349,30.849710821514854,5.804699017981276,1.0,2.0,1.0,1.0,1.0,Quantitative,Very Good,Good,0.0,0.0,0.0,0.0,Mathew Miller,0.0,0.0
85,3.5237979793249403,0.44590285310260164,0.8747888572840203,2.9344073471527876,3.3957500924381567,1,1.7328258698555465,39.81174122256725,5.569400099558009,0.0,2.0,0.0,1.0,1.0,Quantitative,Ok,Good,0.0,0.0,0.0,0.0,Maria Mcconnell,0.0,2.0
86,2.752282548111916,-0.7437151469163565,2.116201863346697,0.48117921604414793,2.5743893614331963,-2,1.206511397357271,53.45540801217532,4.207250559956958,0.0,2.0,0.0,1.0,2.0,Sciences,Ok,Good,0.0,0.0,0.0,0.0,Michelle Rivers,1.0,2.0
87,2.832235333104071,-0.009885914080408313,1.8155787418805267,0.3774073132467266,3.0449697418387403,0,1.8450207288093732,28.940308251351585,5.939535504724352,0.0,0.0,0.0,2.0,1.0,Humanities,Ok,Good,0.0,0.0,0.0,0.0,Ellen Filley,1.0,0.0
88,3.030281118411043,0.8475356913538319,2.7889818201733516,7.283425219280737,4.459325887978185,2,2.2015283168553563,30.55548691034789,6.576427397238743,0.0,2.0,0.0,0.0,0.0,None,Very Good,Good,0.0,0.0,0.0,0.0,Jimmy Porter,0.0,1.0
89,3.125636431318715,-0.24106328097740853,1.8204985270246197,4.530277069526917,2.491978245845287,-1,2.0238796281608513,46.986057808280556,5.062618435420222,0.0,0.0,0.0,1.0,1.0,Humanities,Ok,Bad,0.0,0.0,0.0,0.0,Verna Cervantes,1.0,0.0
90,2.9271273557026642,1.0483399261902682,3.088699148545082,2.4869504841551056,3.50787710800126,2,1.751146161428614,28.636028954325376,5.927083407850054,0.0,2.0,2.0,1.0,3.0,Quantitative,Very Good,Bad,0.0,1.0,0.0,1.0,William Mcdonald,0.0,0.0
91,2.4206378404229634,0.43482774048489936,1.6100436279564132,-1.414713843903046,1.922386935151004,-1,3.404271493202744,10.0,8.713430342009099,0.0,0.0,0.0,1.0,1.0,Sciences,Ok,Good,0.0,0.0,0.0,0.0,Joyce Bryant,1.0,2.0
92,2.945383379140703,-0.2647711988948841,2.0646392068526414,6.8343304432311776,3.5095244009842923,1,1.4154274880196227,45.04827834869804,4.679940394256165,0.0,2.0,0.0,1.0,1.0,Engineering,Ok,Good,0.0,0.0,0.0,0.0,Lula Garcia,1.0,0.0
93,3.350578003480993,0.4352793686646426,1.1172631990099173,-0.48486849130396514,2.873954063634107,0,1.485942656428346,49.17269772598564,5.0271892208833275,0.0,0.0,0.0,1.0,1.0,Quantitative,Ok,Good,0.0,0.0,0.0,0.0,Ramona Glenn,0.0,0.0
94,3.1550832630974344,0.0021845305978373058,2.276375607962866,7.044660410009996,3.381149680100856,0,2.230109990779533,15.639718662867137,6.826381293397169,0.0,0.0,0.0,1.0,1.0,Quantitative,Very Good,Good,0.0,1.0,0.0,1.0,Willie Gongora,0.0,0.0
95,2.555836421467348,-0.9991979600396887,2.3018911196870406,1.1325279388762048,2.35202623709151,-2,3.408958710062026,10.0,9.251818544827263,0.0,0.0,0.0,1.0,1.0,Humanities,None,Bad,0.0,0.0,0.0,0.0,Jenny Muniz,1.0,2.0
96,4.146490649493858,1.6192841338988495,3.346659667290722,3.6978874909137636,5.328470510142685,2,0.9361241307736465,53.93824514127937,3.8885248429849906,1.0,2.0,0.0,1.0,1.0,Sciences,None,Good,0.0,0.0,0.0,0.0,Gonzalo Rubio,0.0,0.0
97,3.6084982257328537,1.689187632687954,1.5530077258227117,7.230425880110309,4.391104781578531,2,2.075347629965689,30.60244873877624,5.928951033556989,1.0,2.0,2.0,1.0,1.0,Engineering,Very Good,Bad,0.0,0.0,0.0,0.0,Abram Grant,0.0,0.0
98,2.715496660978719,-0.783744295119453,1.72466015691143,6.008469493110961,3.013846601999764,-1,0.47234806305092114,68.99471580557739,3.0,0.0,0.0,0.0,0.0,0.0,None,None,Bad,0.0,0.0,0.0,0.0,David Frazier,1.0,3.0
